Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
21,Marcus Mariota,TEN,QB,11,IND,20,19,7100,18.36
22,Deshaun Watson,HOU,QB,11,WAS,11,20,7800,18.22
23,Dak Prescott,DAL,QB,11,ATL,30,29,7400,18.18
24,Philip Rivers,LAC,QB,11,DEN,19,13,8100,17.99
26,Matthew Stafford,DET,QB,11,CAR,24,28,6800,17.48
27,Kirk Cousins,MIN,QB,11,CHI,3,7,7800,17.41
29,Eli Manning,NYG,QB,11,TB,31,31,6700,16.89
31,Blake Bortles,JAX,QB,11,PIT,15,27,6800,16.48
33,Lamar Jackson,BAL,QB,11,CIN,32,30,7000,16.31
36,Case Keenum,DEN,QB,11,LAC,9,15,6800,15.48
40,Alex Smith,WAS,QB,11,HOU,8,5,7000,15.06
42,Derek Carr,OAK,QB,11,ARI,13,2,6600,14.55
43,Josh Rosen,ARI,QB,11,OAK,29,23,6500,14.51
45,Andy Dalton,CIN,QB,11,BAL,2,11,7100,14.25
242,Robert Griffin III,BAL,QB,11,CIN,32,30,6300,3.07
277,Taysom Hill,NO,QB,11,PHI,12,24,6100,1.93
294,Jameis Winston,TB,QB,11,NYG,16,9,7100,1.16
1,Todd Gurley,LAR,RB,11,KC,28,32,10600,23.91
7,Saquon Barkley,NYG,RB,11,TB,31,24,8800,20.73
10,Alvin Kamara,NO,RB,11,PHI,12,5,8900,20.08
12,Melvin Gordon,LAC,RB,11,DEN,19,22,8700,19.16
14,Ezekiel Elliott,DAL,RB,11,ATL,30,28,8400,19.07
15,Kareem Hunt,KC,RB,11,LAR,17,16,8800,19.04
17,Christian McCaffrey,CAR,RB,11,DET,25,25,8600,18.86
19,David Johnson,ARI,RB,11,OAK,29,29,7900,18.56
28,James Conner,PIT,RB,11,JAX,6,7,8200,17.27
44,Leonard Fournette,JAX,RB,11,PIT,15,6,7600,14.32
49,Aaron Jones,GB,RB,11,SEA,9,13,6700,13.83
50,Joe Mixon,CIN,RB,11,BAL,2,2,7300,13.48
53,Kerryon Johnson,DET,RB,11,CAR,24,10,6200,12.94
57,Tevin Coleman,ATL,RB,11,DAL,4,9,6800,12.42
60,Dion Lewis,TEN,RB,11,IND,20,19,5900,12.16
63,Marlon Mack,IND,RB,11,TEN,1,1,7000,11.85
64,Dalvin Cook,MIN,RB,11,CHI,3,3,6100,11.7
65,Phillip Lindsay,DEN,RB,11,LAC,9,13,6400,11.67
67,Mark Ingram,NO,RB,11,PHI,12,5,7100,11.51
68,Alex Collins,BAL,RB,11,CIN,32,31,6000,11.49
70,Lamar Miller,HOU,RB,11,WAS,11,11,6400,11.35
75,Tarik Cohen,CHI,RB,11,MIN,7,8,6000,10.94
77,Adrian Peterson,WAS,RB,11,HOU,8,12,6300,10.84
79,Chris Carson,SEA,RB,11,GB,14,17,6200,10.7
98,Doug Martin,OAK,RB,11,ARI,13,30,6200,9.19
101,Jordan Howard,CHI,RB,11,MIN,7,8,6100,8.79
109,Peyton Barber,TB,RB,11,NYG,16,23,5400,8.54
112,Mike Davis,SEA,RB,11,GB,14,17,5800,8.39
124,Theo Riddick,DET,RB,11,CAR,24,10,5100,8.18
136,Ito Smith,ATL,RB,11,DAL,4,9,5300,7.8
137,Jalen Richard,OAK,RB,11,ARI,13,30,5300,7.79
153,Derrick Henry,TEN,RB,11,IND,20,19,5900,7.08
164,TJ Yeldon,JAX,RB,11,PIT,15,6,5400,6.64
176,Royce Freeman,DEN,RB,11,LAC,9,13,5000,6.24
177,Nyheim Hines,IND,RB,11,TEN,1,1,4700,6.23
180,Austin Ekeler,LAC,RB,11,DEN,19,22,5600,6.17
181,Wendell Smallwood,PHI,RB,11,NO,28,4,5500,6.11
189,Josh Adams,PHI,RB,11,NO,28,4,4500,5.77
192,Giovani Bernard,CIN,RB,11,BAL,2,2,5800,5.66
192,Kapri Bibbs,WAS,RB,11,HOU,8,12,4600,5.66
201,Javorius Allen,BAL,RB,11,CIN,32,31,4800,5.4
202,Rashaad Penny,SEA,RB,11,GB,14,17,5500,5.26
205,Latavius Murray,MIN,RB,11,CHI,3,3,6200,5.03
207,Corey Clement,PHI,RB,11,NO,28,4,5200,4.93
209,Alfred Blue,HOU,RB,11,WAS,11,11,4900,4.87
219,Jacquizz Rodgers,TB,RB,11,NYG,16,23,5000,4.12
220,Spencer Ware,KC,RB,11,LAR,17,16,4900,4.05
222,Jamaal Williams,GB,RB,11,SEA,9,13,5900,3.98
226,Devontae Booker,DEN,RB,11,LAC,9,13,4900,3.71
227,Malcolm Brown,LAR,RB,11,KC,28,32,4800,3.61
236,LeGarrette Blount,DET,RB,11,CAR,24,10,4700,3.33
239,Ty Montgomery,BAL,RB,11,CIN,32,31,4600,3.21
252,Chase Edmonds,ARI,RB,11,OAK,29,29,4500,2.62
254,Wayne Gallman,NYG,RB,11,TB,31,24,4600,2.53
260,Jaylen Samuels,PIT,RB,11,JAX,6,7,4600,2.37
262,Cameron Artis-Payne,CAR,RB,11,DET,25,25,4500,2.25
267,Jordan Wilkins,IND,RB,11,TEN,1,1,4900,2.07
268,Carlos Hyde,JAX,RB,11,PIT,15,6,5200,2.05
285,Deandre Washington,OAK,RB,11,ARI,13,30,4500,1.74
292,Gus Edwards,BAL,RB,11,CIN,32,31,4500,1.23
295,Rod Smith,DAL,RB,11,ATL,30,28,4700,1.06
299,Elijhaa Penny,NYG,RB,11,TB,31,24,4500,0.9
47,Travis Kelce,KC,TE,11,LAR,17,19,7800,14.12
48,Zach Ertz,PHI,TE,11,NO,28,4,7600,14.07
97,Greg Olsen,CAR,TE,11,DET,25,16,6500,9.2
108,OJ Howard,TB,TE,11,NYG,16,9,6300,8.57
112,Trey Burton,CHI,TE,11,MIN,7,17,6100,8.39
112,Jordan Reed,WAS,TE,11,HOU,8,21,5400,8.39
116,Eric Ebron,IND,TE,11,TEN,1,1,6000,8.35
118,Jared Cook,OAK,TE,11,ARI,13,6,5500,8.33
122,Austin Hooper,ATL,TE,11,DAL,4,20,6000,8.22
127,Evan Engram,NYG,TE,11,TB,31,31,5800,8.09
128,Jack Doyle,IND,TE,11,TEN,1,1,5400,8.07
138,Vance McDonald,PIT,TE,11,JAX,6,27,5500,7.77
141,Jimmy Graham,GB,TE,11,SEA,9,7,6300,7.7
151,Kyle Rudolph,MIN,TE,11,CHI,3,11,5600,7.29
154,Ricky Seals-Jones,ARI,TE,11,OAK,29,29,5200,7.07
163,Jeff Heuerman,DEN,TE,11,LAC,9,15,5400,6.67
173,CJ Uzomah,CIN,TE,11,BAL,2,14,5300,6.44
175,Benjamin Watson,NO,TE,11,PHI,12,2,5600,6.26
192,Nick Vannett,SEA,TE,11,GB,14,2,5200,5.66
199,James O'Shaughnessy,JAX,TE,11,PIT,15,26,4000,5.43
200,Jonnu Smith,TEN,TE,11,IND,20,22,5300,5.41
211,Mark Andrews,BAL,TE,11,CIN,32,28,4600,4.69
213,Geoff Swaim,DAL,TE,11,ATL,30,13,4600,4.66
214,Jesse James,PIT,TE,11,JAX,6,27,4900,4.47
216,Gerald Everett,LAR,TE,11,KC,28,25,4800,4.44
218,Luke Willson,DET,TE,11,CAR,24,32,4400,4.23
223,Tyler Higbee,LAR,TE,11,KC,28,25,4200,3.87
224,Vernon Davis,WAS,TE,11,HOU,8,21,4800,3.79
225,Cameron Brate,TB,TE,11,NYG,16,9,4400,3.76
230,Dallas Goedert,PHI,TE,11,NO,28,4,5400,3.46
234,Ryan Griffin,HOU,TE,11,WAS,11,8,4300,3.39
235,Antonio Gates,LAC,TE,11,DEN,19,23,4500,3.36
237,Hayden Hurst,BAL,TE,11,CIN,32,28,4300,3.32
238,Mo Alie-Cox,IND,TE,11,TEN,1,1,4600,3.22
245,Virgil Green,LAC,TE,11,DEN,19,23,4300,2.95
250,Jordan Thomas,HOU,TE,11,WAS,11,8,4800,2.76
255,Lance Kendricks,GB,TE,11,SEA,9,7,4300,2.48
256,Ed Dickson,SEA,TE,11,GB,14,2,4700,2.47
256,Rhett Ellison,NYG,TE,11,TB,31,31,4400,2.47
258,Josh Hill,NO,TE,11,PHI,12,2,4300,2.44
266,Adam Shaheen,CHI,TE,11,MIN,7,17,4000,2.11
268,Demetrius Harris,KC,TE,11,LAR,17,19,4000,2.05
271,Nick Boyle,BAL,TE,11,CIN,32,28,4000,2.01
274,Blake Bell,JAX,TE,11,PIT,15,26,4100,1.99
275,Luke Stocker,TEN,TE,11,IND,20,22,4400,1.97
276,Levine Toilolo,DET,TE,11,CAR,24,32,4000,1.96
278,Jordan Akins,HOU,TE,11,WAS,11,8,4000,1.9
278,Matt LaCosse,DEN,TE,11,LAC,9,15,4200,1.9
287,Jermaine Gresham,ARI,TE,11,OAK,29,29,4400,1.57
288,Jordan Franks,CIN,TE,11,BAL,2,14,4000,1.54
297,Dalton Schultz,DAL,TE,11,ATL,30,13,4000,0.96
300,Dan Arnold,NO,TE,11,PHI,12,27,4000,0.89
25,Michael Thomas,NO,WR,11,PHI,12,27,8800,17.88
30,DeAndre Hopkins,HOU,WR,11,WAS,11,25,8600,16.55
32,Odell Beckham Jr,NYG,WR,11,TB,31,31,8500,16.47
34,Davante Adams,GB,WR,11,SEA,9,20,8500,16.08
35,Antonio Brown,PIT,WR,11,JAX,6,1,8500,15.53
37,Tyreek Hill,KC,WR,11,LAR,17,18,7900,15.42
38,Julio Jones,ATL,WR,11,DAL,4,3,8700,15.27
39,Adam Thielen,MIN,WR,11,CHI,3,15,8600,15.2
41,Robert Woods,LAR,WR,11,KC,28,9,7500,14.57
45,Brandin Cooks,LAR,WR,11,KC,28,9,7800,14.25
51,Mike Evans,TB,WR,11,NYG,16,6,7400,13.04
52,Keenan Allen,LAC,WR,11,DEN,19,14,7600,12.97
54,Emmanuel Sanders,DEN,WR,11,LAC,9,11,7200,12.76
55,JuJu Smith-Schuster,PIT,WR,11,JAX,6,1,7200,12.53
56,Alshon Jeffery,PHI,WR,11,NO,28,32,7300,12.52
58,Kenny Golladay,DET,WR,11,CAR,24,16,6400,12.4
59,Stefon Diggs,MIN,WR,11,CHI,3,15,7300,12.31
61,Corey Davis,TEN,WR,11,IND,20,9,6200,12.07
62,T.Y. Hilton,IND,WR,11,TEN,1,20,6800,12.01
66,Amari Cooper,DAL,WR,11,ATL,30,30,6600,11.65
69,Tyler Boyd,CIN,WR,11,BAL,2,7,7000,11.46
72,Larry Fitzgerald,ARI,WR,11,OAK,29,22,5900,11.19
74,Devin Funchess,CAR,WR,11,DET,25,18,5700,10.95
76,Marquez Valdes-Scantling,GB,WR,11,SEA,9,20,5300,10.88
78,Sterling Shepard,NYG,WR,11,TB,31,31,6300,10.82
80,Doug Baldwin,SEA,WR,11,GB,14,28,6300,10.2
81,John Brown,BAL,WR,11,CIN,32,29,5400,10.19
84,Calvin Ridley,ATL,WR,11,DAL,4,3,6500,9.94
84,Allen Robinson,CHI,WR,11,MIN,7,4,6800,9.94
87,Tyler Lockett,SEA,WR,11,GB,14,28,6200,9.75
92,Golden Tate,PHI,WR,11,NO,28,32,6600,9.35
93,DeSean Jackson,TB,WR,11,NYG,16,6,6300,9.3
93,Demaryius Thomas,HOU,WR,11,WAS,11,25,5600,9.3
99,Michael Crabtree,BAL,WR,11,CIN,32,29,5800,9.18
103,Christian Kirk,ARI,WR,11,OAK,29,22,5100,8.67
103,D.J. Moore,CAR,WR,11,DET,25,18,5300,8.67
106,Courtland Sutton,DEN,WR,11,LAC,9,11,5600,8.6
118,Tyrell Williams,LAC,WR,11,DEN,19,14,6500,8.33
121,Anthony Miller,CHI,WR,11,MIN,7,4,5600,8.23
125,Donte Moncrief,JAX,WR,11,PIT,15,17,5500,8.15
126,Dede Westbrook,JAX,WR,11,PIT,15,17,5300,8.1
133,Mohamed Sanu,ATL,WR,11,DAL,4,3,5300,7.97
134,Maurice Harris,WAS,WR,11,HOU,8,5,5500,7.88
135,Chris Godwin,TB,WR,11,NYG,16,6,5800,7.86
139,Sammy Watkins,KC,WR,11,LAR,17,18,6600,7.74
139,Nelson Agholor,PHI,WR,11,NO,28,32,5300,7.74
142,Cole Beasley,DAL,WR,11,ATL,30,30,5300,7.6
143,Josh Doctson,WAS,WR,11,HOU,8,5,5500,7.56
144,Adam Humphries,TB,WR,11,NYG,16,6,5500,7.46
145,Tre'Quan Smith,NO,WR,11,PHI,12,27,4900,7.4
146,Seth Roberts,OAK,WR,11,ARI,13,10,5100,7.39
148,Brandon LaFell,OAK,WR,11,ARI,13,10,5500,7.32
155,Josh Reynolds,LAR,WR,11,KC,28,9,5000,7.06
162,John Ross,CIN,WR,11,BAL,2,7,5500,6.68
164,Michael Gallup,DAL,WR,11,ATL,30,30,5100,6.64
168,Keke Coutee,HOU,WR,11,WAS,11,25,5600,6.58
169,Willie Snead,BAL,WR,11,CIN,32,29,5300,6.52
177,David Moore,SEA,WR,11,GB,14,28,5800,6.23
184,TJ Jones,DET,WR,11,CAR,24,16,4800,6.01
186,Curtis Samuel,CAR,WR,11,DET,25,18,4800,5.97
186,Keelan Cole,JAX,WR,11,PIT,15,17,4700,5.97
190,Dontrelle Inman,IND,WR,11,TEN,1,20,5100,5.72
195,Tajae Sharpe,TEN,WR,11,IND,20,9,4900,5.64
196,Taylor Gabriel,CHI,WR,11,MIN,7,4,5100,5.54
197,Ryan Grant,IND,WR,11,TEN,1,20,4600,5.53
203,Cameron Batson,TEN,WR,11,IND,20,9,4600,5.25
204,Mike Williams,LAC,WR,11,DEN,19,14,5400,5.2
210,Equanimeous St. Brown,GB,WR,11,SEA,9,20,4500,4.82
212,Chris Conley,KC,WR,11,LAR,17,18,4500,4.68
214,Chester Rogers,IND,WR,11,TEN,1,20,4900,4.47
217,Laquon Treadwell,MIN,WR,11,CHI,3,15,4600,4.3
228,Alex Erickson,CIN,WR,11,BAL,2,7,4500,3.55
229,Jordan Matthews,PHI,WR,11,NO,28,32,4700,3.5
230,Bruce Ellington,DET,WR,11,CAR,24,16,5000,3.46
232,Jarius Wright,CAR,WR,11,DET,25,18,4700,3.42
233,Allen Hurns,DAL,WR,11,ATL,30,30,4800,3.4
240,Ryan Switzer,PIT,WR,11,JAX,6,1,4500,3.2
241,Daesean Hamilton,DEN,WR,11,LAC,9,11,4500,3.15
243,Tim Patrick,DEN,WR,11,LAC,9,11,4500,3.03
244,D.J. Chark,JAX,WR,11,PIT,15,17,4600,2.97
246,Dwayne Harris,OAK,WR,11,ARI,13,10,4500,2.91
246,James Washington,PIT,WR,11,JAX,6,1,4600,2.91
248,Cody Core,CIN,WR,11,BAL,2,7,4500,2.78
249,JJ Nelson,ARI,WR,11,OAK,29,22,4600,2.77
251,Demarcus Robinson,KC,WR,11,LAR,17,18,4600,2.74
253,Travis Benjamin,LAC,WR,11,DEN,19,14,4600,2.56
259,Russell Shepard,NYG,WR,11,TB,31,31,4500,2.42
261,Austin Carr,NO,WR,11,PHI,12,27,4500,2.32
263,Aldrick Robinson,MIN,WR,11,CHI,3,15,4600,2.21
264,Chris Moore,BAL,WR,11,CIN,32,29,4500,2.13
264,Corey Coleman,NYG,WR,11,TB,31,31,4500,2.13
270,Marcell Ateman,OAK,WR,11,ARI,13,10,4500,2.04
271,Jaron Brown,SEA,WR,11,GB,14,28,5100,2.01
273,Trey Quinn,WAS,WR,11,HOU,8,5,4500,2
278,Bennie Fowler,NYG,WR,11,TB,31,31,4800,1.9
281,Chad Beebe,MIN,WR,11,CHI,3,15,4500,1.88
282,Darius Jennings,TEN,WR,11,IND,20,9,4500,1.83
283,Marvin Hall,ATL,WR,11,DAL,4,3,4500,1.82
284,Justin Hardy,ATL,WR,11,DAL,4,3,4600,1.76
286,Michael Floyd,WAS,WR,11,HOU,8,5,4500,1.73
289,Keith Kirkwood,NO,WR,11,PHI,12,27,4500,1.34
290,Auden Tate,CIN,WR,11,BAL,2,7,4500,1.27
291,Saeed Blacknall,OAK,WR,11,ARI,13,10,4500,1.26
293,Josh Bellamy,CHI,WR,11,MIN,7,4,4500,1.22
296,Kendall Wright,ARI,WR,11,OAK,29,22,4500,1.03
298,Brandon Zylstra,MIN,WR,11,CHI,3,15,4500,0.94
