Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
3,Matt Ryan,ATL,QB,7,NYG,18,18,8600,20.47
5,Jameis Winston,TB,QB,7,CLE,21,5,7800,19.83
6,Jared Goff,LAR,QB,7,SF,29,27,8300,19.42
7,Andy Dalton,CIN,QB,7,KC,31,28,7800,19.33
8,Kirk Cousins,MIN,QB,7,NYJ,19,15,8000,19.26
9,Cam Newton,CAR,QB,7,PHI,9,19,8200,19.07
10,Carson Wentz,PHI,QB,7,CAR,14,18,7600,19.06
11,Andrew Luck,IND,QB,7,BUF,6,3,8200,18.13
12,Baker Mayfield,CLE,QB,7,TB,32,32,7100,18.04
13,Philip Rivers,LAC,QB,7,TEN,4,7,8300,17.96
14,Matthew Stafford,DET,QB,7,MIA,16,9,7500,17.94
15,Joe Flacco,BAL,QB,7,NO,27,30,7500,17.84
16,Tom Brady,NE,QB,7,CHI,10,11,8700,17.82
17,Mitch Trubisky,CHI,QB,7,NE,23,23,7500,17.8
18,Blake Bortles,JAX,QB,7,HOU,12,16,6500,17.79
19,Deshaun Watson,HOU,QB,7,JAX,3,8,7500,17.58
20,Drew Brees,NO,QB,7,BAL,1,2,8600,17.5
23,Eli Manning,NYG,QB,7,ATL,31,31,6700,16.83
24,CJ Beathard,SF,QB,7,LAR,8,10,6400,16.67
27,Dak Prescott,DAL,QB,7,WAS,7,21,6900,16.11
29,Alex Smith,WAS,QB,7,DAL,2,12,7400,15.82
30,Case Keenum,DEN,QB,7,ARI,15,7,6700,15.62
37,Marcus Mariota,TEN,QB,7,LAC,13,20,6800,14.58
39,Sam Darnold,NYJ,QB,7,MIN,20,25,6800,14.03
42,Brock Osweiler,MIA,QB,7,DET,22,14,6500,13.66
58,Josh Rosen,ARI,QB,7,DEN,24,13,6400,12.05
67,Derek Anderson,BUF,QB,7,IND,24,24,6300,11.2
1,Todd Gurley,LAR,RB,7,SF,29,22,10200,23.5
3,Saquon Barkley,NYG,RB,7,ATL,31,28,8200,20.47
21,Ezekiel Elliott,DAL,RB,7,WAS,7,11,8400,17.42
25,Joe Mixon,CIN,RB,7,KC,31,31,7700,16.58
26,Kareem Hunt,KC,RB,7,CIN,25,23,7800,16.38
32,Christian McCaffrey,CAR,RB,7,PHI,9,3,8000,15.26
33,David Johnson,ARI,RB,7,DEN,24,29,7500,15.25
35,Alvin Kamara,NO,RB,7,BAL,1,1,8200,15.13
44,Austin Ekeler,LAC,RB,7,TEN,4,7,6100,13.41
50,TJ Yeldon,JAX,RB,7,HOU,12,12,6800,12.94
53,LeSean McCoy,BUF,RB,7,IND,24,19,6200,12.8
55,Sony Michel,NE,RB,7,CHI,10,2,7300,12.58
59,Nick Chubb,CLE,RB,7,TB,32,24,4800,12.04
61,James White,NE,RB,7,CHI,10,2,7300,11.93
62,Mark Ingram,NO,RB,7,BAL,1,1,7400,11.85
63,Tevin Coleman,ATL,RB,7,NYG,18,20,6300,11.79
65,Kerryon Johnson,DET,RB,7,MIA,16,28,6500,11.57
69,Tarik Cohen,CHI,RB,7,NE,23,18,6600,11.08
71,Alex Collins,BAL,RB,7,NO,27,5,6400,11.02
73,Corey Clement,PHI,RB,7,CAR,14,14,6000,10.77
74,Matt Breida,SF,RB,7,LAR,8,10,6200,10.76
77,Phillip Lindsay,DEN,RB,7,ARI,15,32,6100,10.63
78,Duke Johnson,CLE,RB,7,TB,32,24,5100,10.6
80,Latavius Murray,MIN,RB,7,NYJ,19,17,6500,10.58
83,Adrian Peterson,WAS,RB,7,DAL,2,6,6900,10.34
89,Jordan Howard,CHI,RB,7,NE,23,18,6200,10.03
93,Wendell Smallwood,PHI,RB,7,CAR,14,14,5800,9.76
94,Marlon Mack,IND,RB,7,BUF,6,20,5900,9.69
96,Lamar Miller,HOU,RB,7,JAX,3,8,5700,9.63
97,Kenyan Drake,MIA,RB,7,DET,22,30,6300,9.51
98,Peyton Barber,TB,RB,7,CLE,21,27,6100,9.47
99,Bilal Powell,NYJ,RB,7,MIN,20,9,5600,9.36
108,Ito Smith,ATL,RB,7,NYG,18,20,5400,9.03
115,Dion Lewis,TEN,RB,7,LAC,13,13,5500,8.69
124,Javorius Allen,BAL,RB,7,NO,27,5,5500,8.48
131,Frank Gore,MIA,RB,7,DET,22,30,5600,8.32
132,Royce Freeman,DEN,RB,7,ARI,15,32,6000,8.31
144,Isaiah Crowell,NYJ,RB,7,MIN,20,9,6400,8.11
146,Nyheim Hines,IND,RB,7,BUF,6,20,5800,8.09
176,Derrick Henry,TEN,RB,7,LAC,13,13,5500,6.95
201,LeGarrette Blount,DET,RB,7,MIA,16,28,5600,5.97
204,Chris Ivory,BUF,RB,7,IND,24,19,4900,5.71
217,Alfred Blue,HOU,RB,7,JAX,3,8,5100,4.78
223,Devontae Booker,DEN,RB,7,ARI,15,32,4900,4.54
224,Justin Jackson,LAC,RB,7,TEN,4,7,4500,4.47
230,Kapri Bibbs,WAS,RB,7,DAL,2,6,4500,4.29
232,Jamaal Charles,JAX,RB,7,HOU,12,12,5100,4.24
235,Ameer Abdullah,DET,RB,7,MIA,16,28,4500,4.05
240,Ronald Jones II,TB,RB,7,CLE,21,27,5100,3.91
242,Wayne Gallman,NYG,RB,7,ATL,31,28,4600,3.67
243,Raheem Mostert,SF,RB,7,LAR,8,10,4900,3.64
254,Spencer Ware,KC,RB,7,CIN,25,23,4600,3.1
258,Alfred Morris,SF,RB,7,LAR,8,10,5900,3.02
259,Mark Walton,CIN,RB,7,KC,31,31,4700,3
261,CJ Anderson,CAR,RB,7,PHI,9,3,4700,2.89
263,Malcolm Brown,LAR,RB,7,SF,29,22,5000,2.78
270,Chase Edmonds,ARI,RB,7,DEN,24,29,5000,2.61
276,Rod Smith,DAL,RB,7,WAS,7,11,5000,2.47
283,Jordan Wilkins,IND,RB,7,BUF,6,20,4900,2.37
284,Mike Boone,MIN,RB,7,NYJ,19,17,4500,2.32
291,Gus Edwards,BAL,RB,7,NO,27,5,4500,2.16
292,Josh Adams,PHI,RB,7,CAR,14,14,null,2.14
45,Zach Ertz,PHI,TE,7,CAR,14,28,7500,13.2
47,Travis Kelce,KC,TE,7,CIN,25,26,7600,13.16
72,Eric Ebron,IND,TE,7,BUF,6,11,6800,10.94
102,George Kittle,SF,TE,7,LAR,8,16,6400,9.23
107,David Njoku,CLE,TE,7,TB,32,32,5700,9.07
118,Kyle Rudolph,MIN,TE,7,NYJ,19,18,6000,8.61
120,Austin Hooper,ATL,TE,7,NYG,18,9,5900,8.51
129,Jordan Reed,WAS,TE,7,DAL,2,9,6000,8.36
135,Greg Olsen,CAR,TE,7,PHI,9,4,5900,8.24
141,Trey Burton,CHI,TE,7,NE,23,25,6000,8.16
150,Evan Engram,NYG,TE,7,ATL,31,24,5700,7.98
160,OJ Howard,TB,TE,7,CLE,21,14,5800,7.53
169,CJ Uzomah,CIN,TE,7,KC,31,30,5400,7.22
194,Ricky Seals-Jones,ARI,TE,7,DEN,24,22,5300,6.23
202,Benjamin Watson,NO,TE,7,BAL,1,8,5200,5.9
205,Charles Clay,BUF,TE,7,IND,24,23,4600,5.45
209,Jeff Heuerman,DEN,TE,7,ARI,15,13,4700,5.09
212,Geoff Swaim,DAL,TE,7,WAS,7,15,4600,5.01
213,Vernon Davis,WAS,TE,7,DAL,2,9,4800,4.94
214,Cameron Brate,TB,TE,7,CLE,21,14,4700,4.91
220,Antonio Gates,LAC,TE,7,TEN,4,1,4600,4.66
228,David Grinnage,JAX,TE,7,HOU,12,22,4000,4.33
235,Nick O'Leary,MIA,TE,7,DET,22,20,4500,4.05
239,Dwayne Allen,NE,TE,7,CHI,10,24,4200,3.95
244,Jordan Akins,HOU,TE,7,JAX,3,5,4000,3.58
244,Gerald Everett,LAR,TE,7,SF,29,29,4500,3.58
246,Dallas Goedert,PHI,TE,7,CAR,14,28,4400,3.48
248,Erik Swoope,IND,TE,7,BUF,6,11,4700,3.36
250,Mike Gesicki,MIA,TE,7,DET,22,20,4200,3.26
255,Mark Andrews,BAL,TE,7,NO,27,2,4000,3.08
260,Hayden Hurst,BAL,TE,7,NO,27,2,4700,2.94
264,Nick Boyle,BAL,TE,7,NO,27,2,4000,2.72
265,Jordan Thomas,HOU,TE,7,JAX,3,5,4000,2.67
269,Luke Willson,DET,TE,7,MIA,16,10,4500,2.62
272,Tyler Higbee,LAR,TE,7,SF,29,29,4200,2.56
273,Jonnu Smith,TEN,TE,7,LAC,13,17,4200,2.54
273,Rhett Ellison,NYG,TE,7,ATL,31,24,4600,2.54
275,Josh Hill,NO,TE,7,BAL,1,8,4300,2.51
281,Virgil Green,LAC,TE,7,TEN,4,1,4300,2.4
281,Maxx Williams,BAL,TE,7,NO,27,2,4000,2.4
285,Darren Fells,CLE,TE,7,TB,32,32,4100,2.25
287,Demetrius Harris,KC,TE,7,CIN,25,26,4000,2.21
289,Jermaine Gresham,ARI,TE,7,DEN,24,22,4400,2.17
293,Blake Bell,JAX,TE,7,HOU,12,22,null,2.03
295,Jason Croom,BUF,TE,7,IND,24,23,4000,2.01
297,Eric Tomlinson,NYJ,TE,7,MIN,20,27,4000,1.94
298,Garrett Celek,SF,TE,7,LAR,8,16,4500,1.91
300,Jordan Leggett,NYJ,TE,7,MIN,20,27,4000,1.84
22,Adam Thielen,MIN,WR,7,NYJ,19,26,8700,17.18
28,AJ Green,CIN,WR,7,KC,31,17,8800,16.05
30,Julio Jones,ATL,WR,7,NYG,18,8,8700,15.62
34,Odell Beckham Jr,NYG,WR,7,ATL,31,29,8500,15.22
36,Tyreek Hill,KC,WR,7,CIN,25,18,7800,14.96
38,Robert Woods,LAR,WR,7,SF,29,24,7700,14.05
40,Michael Thomas,NO,WR,7,BAL,1,6,8600,13.95
41,Stefon Diggs,MIN,WR,7,NYJ,19,26,7600,13.71
43,DeAndre Hopkins,HOU,WR,7,JAX,3,1,8500,13.52
46,Mike Evans,TB,WR,7,CLE,21,23,7800,13.18
48,Golden Tate,DET,WR,7,MIA,16,11,7400,13.13
49,Alshon Jeffery,PHI,WR,7,CAR,14,15,7600,13.04
51,Brandin Cooks,LAR,WR,7,SF,29,24,7500,12.89
52,Jarvis Landry,CLE,WR,7,TB,32,31,6500,12.81
54,Keenan Allen,LAC,WR,7,TEN,4,13,7900,12.73
56,Kenny Golladay,DET,WR,7,MIA,16,11,7000,12.48
57,Emmanuel Sanders,DEN,WR,7,ARI,15,2,6700,12.26
60,Tyler Boyd,CIN,WR,7,KC,31,17,6800,12.02
64,Julian Edelman,NE,WR,7,CHI,10,27,7100,11.78
66,T.Y. Hilton,IND,WR,7,BUF,6,2,7300,11.23
68,Michael Crabtree,BAL,WR,7,NO,27,32,6600,11.11
70,John Brown,BAL,WR,7,NO,27,32,6500,11.04
75,Devin Funchess,CAR,WR,7,PHI,9,25,6400,10.73
78,Marvin Jones,DET,WR,7,MIA,16,11,6400,10.6
82,Marquise Goodwin,SF,WR,7,LAR,8,22,5500,10.45
84,Josh Gordon,NE,WR,7,CHI,10,27,6700,10.29
85,Sterling Shepard,NYG,WR,7,ATL,31,29,6300,10.19
86,Demaryius Thomas,DEN,WR,7,ARI,15,2,6500,10.18
87,DeSean Jackson,TB,WR,7,CLE,21,23,6700,10.15
88,Taylor Gabriel,CHI,WR,7,NE,23,19,5900,10.09
92,Corey Davis,TEN,WR,7,LAC,13,21,6300,9.83
95,Allen Robinson,CHI,WR,7,NE,23,19,6500,9.68
101,Christian Kirk,ARI,WR,7,DEN,24,10,5500,9.26
103,Jermaine Kearse,NYJ,WR,7,MIN,20,12,5000,9.19
104,Dede Westbrook,JAX,WR,7,HOU,12,7,6000,9.16
106,Chris Godwin,TB,WR,7,CLE,21,23,6400,9.12
109,Keelan Cole,JAX,WR,7,HOU,12,7,5500,8.93
110,Chester Rogers,IND,WR,7,BUF,6,2,6000,8.91
111,Nelson Agholor,PHI,WR,7,CAR,14,15,6000,8.89
116,Albert Wilson,MIA,WR,7,DET,22,5,5600,8.64
117,Sammy Watkins,KC,WR,7,CIN,25,18,6400,8.62
123,Kenny Stills,MIA,WR,7,DET,22,5,5500,8.49
125,Willie Snead,BAL,WR,7,NO,27,32,5400,8.47
126,Larry Fitzgerald,ARI,WR,7,DEN,24,10,5800,8.45
127,Cole Beasley,DAL,WR,7,WAS,7,16,6200,8.43
129,Keke Coutee,HOU,WR,7,JAX,3,1,5600,8.36
134,Will Fuller,HOU,WR,7,JAX,3,1,6200,8.27
143,Robby Anderson,NYJ,WR,7,MIN,20,12,5400,8.13
148,Tyrell Williams,LAC,WR,7,TEN,4,13,5900,8.02
152,Mike Williams,LAC,WR,7,TEN,4,13,5400,7.79
155,Chris Hogan,NE,WR,7,CHI,10,27,5500,7.72
157,Antonio Callaway,CLE,WR,7,TB,32,31,4800,7.63
161,Pierre Garcon,SF,WR,7,LAR,8,22,5300,7.49
163,Calvin Ridley,ATL,WR,7,NYG,18,8,6400,7.39
164,Tre'Quan Smith,NO,WR,7,BAL,1,6,5100,7.38
166,Kelvin Benjamin,BUF,WR,7,IND,24,14,4800,7.34
170,Donte Moncrief,JAX,WR,7,HOU,12,7,5700,7.19
179,Courtland Sutton,DEN,WR,7,ARI,15,2,4800,6.8
181,Danny Amendola,MIA,WR,7,DET,22,5,5000,6.78
182,D.J. Moore,CAR,WR,7,PHI,9,25,4900,6.73
187,Mohamed Sanu,ATL,WR,7,NYG,18,8,5800,6.59
190,Taywan Taylor,TEN,WR,7,LAC,13,21,5000,6.48
191,Zay Jones,BUF,WR,7,IND,24,14,4700,6.42
192,Anthony Miller,CHI,WR,7,NE,23,19,5400,6.4
195,Maurice Harris,WAS,WR,7,DAL,2,3,4500,6.19
196,Cameron Meredith,NO,WR,7,BAL,1,6,4900,6.11
200,Josh Reynolds,LAR,WR,7,SF,29,24,5100,6.08
203,Josh Doctson,WAS,WR,7,DAL,2,3,4600,5.73
206,Adam Humphries,TB,WR,7,CLE,21,23,4800,5.44
207,Torrey Smith,CAR,WR,7,PHI,9,25,4900,5.4
209,Damion Ratley,CLE,WR,7,TB,32,31,5100,5.09
211,Cody Latimer,NYG,WR,7,ATL,31,29,4500,5.03
215,Tajae Sharpe,TEN,WR,7,LAC,13,21,4800,4.88
216,Jakeem Grant,MIA,WR,7,DET,22,5,4600,4.8
217,Laquon Treadwell,MIN,WR,7,NYJ,19,26,5000,4.78
222,Allen Hurns,DAL,WR,7,WAS,7,16,4900,4.55
224,Zach Pascal,IND,WR,7,BUF,6,2,5100,4.47
226,Jordan Matthews,PHI,WR,7,CAR,14,15,5000,4.39
227,Kendrick Bourne,SF,WR,7,LAR,8,22,4500,4.34
230,Chad Williams,ARI,WR,7,DEN,24,10,4500,4.29
232,Michael Gallup,DAL,WR,7,WAS,7,16,4800,4.24
237,Chris Conley,KC,WR,7,CIN,25,18,4500,4.01
238,Jarius Wright,CAR,WR,7,PHI,9,25,4700,3.99
247,Curtis Samuel,CAR,WR,7,PHI,9,25,4700,3.4
248,Deonte Thompson,DAL,WR,7,WAS,7,16,4700,3.36
251,John Ross,CIN,WR,7,KC,31,17,5000,3.22
252,Andre Holmes,BUF,WR,7,IND,24,14,4500,3.21
253,Travis Benjamin,LAC,WR,7,TEN,4,13,4600,3.19
255,Cordarrelle Patterson,NE,WR,7,CHI,10,27,4700,3.08
257,Trent Taylor,SF,WR,7,LAR,8,22,4500,3.05
262,Deontay Burnett,NYJ,WR,7,MIN,20,12,4500,2.86
265,Charone Peake,NYJ,WR,7,MIN,20,12,4500,2.67
267,Justin Hardy,ATL,WR,7,NYG,18,8,4600,2.63
267,Alex Erickson,CIN,WR,7,KC,31,17,4500,2.63
271,Chris Moore,BAL,WR,7,NO,27,32,4500,2.59
277,Brice Butler,DAL,WR,7,WAS,7,16,4600,2.46
278,D.J. Chark,JAX,WR,7,HOU,12,7,4600,2.43
279,Phillip Dorsett,NE,WR,7,CHI,10,27,5300,2.41
279,Andre Roberts,NYJ,WR,7,MIN,20,12,4500,2.41
286,Aldrick Robinson,MIN,WR,7,NYJ,19,26,4600,2.24
287,Brian Quick,WAS,WR,7,DAL,2,3,4500,2.21
289,Austin Carr,NO,WR,7,BAL,1,6,4500,2.17
294,Jehu Chesson,WAS,WR,7,DAL,2,3,4500,2.02
296,Josh Bellamy,CHI,WR,7,NE,23,19,4500,1.95
298,Demarcus Robinson,KC,WR,7,CIN,25,18,4600,1.91
