Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
274,Dallas Cowboys,DAL,DST,13,NO,null,null,3200,4
296,Kyle Juszczyk,SF,RB,13,SEA,11,19,4600,3.02
83,Harrison Butker,KC,K,13,OAK,28,26,4550,10.86
87,Greg Zuerlein,LAR,K,13,DET,21,5,4500,10.71
90,Stephen Gostkowski,NE,K,13,MIN,6,30,4450,10.41
93,Wil Lutz,NO,K,13,DAL,6,14,4400,10.36
103,Sebastian Janikowski,SEA,K,13,SF,23,22,4350,9.91
105,Mason Crosby,GB,K,13,ARI,16,15,4300,9.71
107,Ka'imi Fairbairn,HOU,K,13,CLE,27,8,4250,9.51
114,Adam Vinatieri,IND,K,13,JAX,7,20,4200,9.21
120,Jake Elliott,PHI,K,13,WAS,11,2,4150,9.06
121,Graham Gano,CAR,K,13,TB,31,16,4100,9.01
121,Ryan Succop,TEN,K,13,NYJ,18,20,4050,9.01
125,Matt Bryant,ATL,K,13,BAL,1,1,4000,8.96
125,Justin Tucker,BAL,K,13,ATL,30,7,3950,8.96
129,Chris Boswell,PIT,K,13,LAC,5,6,3900,8.91
131,Brandon McManus,DEN,K,13,CIN,32,31,3850,8.86
137,Brett Maher,DAL,K,13,NO,16,1,3800,8.66
137,Matt Prater,DET,K,13,LAR,26,19,3750,8.66
139,Cody Parkey,CHI,K,13,NYG,19,32,3700,8.61
141,Jason Sanders,MIA,K,13,BUF,4,25,3650,8.56
143,Cairo Santos,TB,K,13,CAR,24,18,3600,8.51
145,Josh Lambo,JAX,K,13,IND,13,28,3550,8.46
145,Greg Joseph,CLE,K,13,HOU,8,13,3500,8.46
149,Robbie Gould,SF,K,13,SEA,11,8,3450,8.36
151,Michael Badgley,LAC,K,13,PIT,12,8,3400,8.34
159,Dan Bailey,MIN,K,13,NE,17,24,3350,8.11
163,Aldrick Rosas,NYG,K,13,CHI,2,4,3300,7.91
167,Randy Bullock,CIN,K,13,DEN,20,23,3250,7.84
176,Dustin Hopkins,WAS,K,13,PHI,23,29,3200,7.54
180,Steven Hauschka,BUF,K,13,MIA,25,27,3150,7.44
185,Jason Myers,NYJ,K,13,TEN,9,8,3100,7.34
210,Daniel Carlson,OAK,K,13,KC,29,13,3050,6.33
231,Zane Gonzalez,ARI,K,13,GB,15,17,3000,5.68
1,Patrick Mahomes,KC,QB,13,OAK,28,21,9500,24.81
2,Cam Newton,CAR,QB,13,TB,31,30,8700,22.54
3,Jared Goff,LAR,QB,13,DET,21,22,8400,21.42
4,Jameis Winston,TB,QB,13,CAR,24,27,7500,21.31
6,Drew Brees,NO,QB,13,DAL,6,11,9000,20.33
7,Andrew Luck,IND,QB,13,JAX,7,16,8200,20.31
8,Aaron Rodgers,GB,QB,13,ARI,16,4,8300,20.3
10,Ben Roethlisberger,PIT,QB,13,LAC,5,3,7900,20.03
11,Kirk Cousins,MIN,QB,13,NE,17,24,7600,19.88
12,Russell Wilson,SEA,QB,13,SF,23,25,7700,19.83
13,Deshaun Watson,HOU,QB,13,CLE,27,18,7900,19.8
14,Tom Brady,NE,QB,13,MIN,6,6,7900,19.33
15,Lamar Jackson,BAL,QB,13,ATL,30,31,7500,19.3
16,Philip Rivers,LAC,QB,13,PIT,12,19,8300,19.23
17,Matt Ryan,ATL,QB,13,BAL,1,9,8500,19.17
19,Dak Prescott,DAL,QB,13,NO,16,29,7600,18.85
20,Carson Wentz,PHI,QB,13,WAS,11,21,7400,18.66
22,Baker Mayfield,CLE,QB,13,HOU,8,7,7500,18.07
23,Marcus Mariota,TEN,QB,13,NYJ,18,12,7000,18.05
25,Case Keenum,DEN,QB,13,CIN,32,32,6900,17.76
26,Matthew Stafford,DET,QB,13,LAR,26,23,6700,17.69
32,Colt McCoy,WAS,QB,13,PHI,23,24,6800,15.68
35,Derek Carr,OAK,QB,13,KC,29,28,6600,15.53
37,Eli Manning,NYG,QB,13,CHI,2,2,6500,15.34
38,Josh Allen,BUF,QB,13,MIA,25,10,6800,15.28
39,Jeff Driskel,CIN,QB,13,DEN,20,14,6400,14.79
43,Ryan Tannehill,MIA,QB,13,BUF,4,1,6600,14.55
44,Chase Daniel,CHI,QB,13,NYG,19,11,6000,14.5
51,Cody Kessler,JAX,QB,13,IND,13,17,6000,13.78
54,Josh McCown,NYJ,QB,13,TEN,9,13,6000,13.62
65,Nick Mullens,SF,QB,13,SEA,11,5,6200,12.36
67,Josh Rosen,ARI,QB,13,GB,15,15,6500,12.08
5,Todd Gurley,LAR,RB,13,DET,21,24,9800,20.54
9,Christian McCaffrey,CAR,RB,13,TB,31,25,8800,20.13
18,Saquon Barkley,NYG,RB,13,CHI,2,2,8600,19.12
21,Alvin Kamara,NO,RB,13,DAL,6,6,8600,18.23
24,Ezekiel Elliott,DAL,RB,13,NO,16,2,8900,17.86
28,James Conner,PIT,RB,13,LAC,5,14,7900,16.86
29,Aaron Jones,GB,RB,13,ARI,16,31,7600,16.03
45,David Johnson,ARI,RB,13,GB,15,17,7500,14.47
47,Spencer Ware,KC,RB,13,OAK,28,28,5200,14.33
48,Nick Chubb,CLE,RB,13,HOU,8,8,7700,14.22
48,Phillip Lindsay,DEN,RB,13,CIN,32,32,7000,14.22
53,Joe Mixon,CIN,RB,13,DEN,20,20,7400,13.68
55,Austin Ekeler,LAC,RB,13,PIT,12,10,5400,13.54
61,Matt Breida,SF,RB,13,SEA,11,19,6400,12.66
68,Lamar Miller,HOU,RB,13,CLE,27,26,6300,12.05
70,Mark Ingram,NO,RB,13,DAL,6,6,7000,11.93
72,Dalvin Cook,MIN,RB,13,NE,17,12,6200,11.82
73,James White,NE,RB,13,MIN,6,6,6800,11.8
74,Chris Carson,SEA,RB,13,SF,23,16,6300,11.73
78,Sony Michel,NE,RB,13,MIN,6,6,7000,11.29
78,Marlon Mack,IND,RB,13,JAX,7,3,6900,11.29
81,Adrian Peterson,WAS,RB,13,PHI,23,14,6500,11.05
84,Dion Lewis,TEN,RB,13,NYJ,18,21,5500,10.78
86,Tevin Coleman,ATL,RB,13,BAL,1,1,6200,10.75
88,Josh Adams,PHI,RB,13,WAS,11,11,6100,10.64
89,Gus Edwards,BAL,RB,13,ATL,30,29,6400,10.43
92,LeSean McCoy,BUF,RB,13,MIA,25,27,5700,10.39
96,Kenyan Drake,MIA,RB,13,BUF,4,23,6200,10.2
97,TJ Yeldon,JAX,RB,13,IND,13,18,4800,10.1
98,Jordan Howard,CHI,RB,13,NYG,19,22,5700,10.03
100,Tarik Cohen,CHI,RB,13,NYG,19,22,6100,10
106,Theo Riddick,DET,RB,13,LAR,26,15,5300,9.53
109,Doug Martin,OAK,RB,13,KC,29,30,6100,9.35
116,Carlos Hyde,JAX,RB,13,IND,13,18,5000,9.14
147,Peyton Barber,TB,RB,13,CAR,24,9,5800,8.42
151,Duke Johnson,CLE,RB,13,HOU,8,8,5400,8.34
153,Frank Gore,MIA,RB,13,BUF,4,23,5500,8.32
158,Chris Thompson,WAS,RB,13,PHI,23,14,5600,8.12
166,Elijah McGuire,NYJ,RB,13,TEN,9,7,4900,7.86
168,LeGarrette Blount,DET,RB,13,LAR,26,15,5600,7.81
169,Isaiah Crowell,NYJ,RB,13,TEN,9,7,5500,7.72
173,Derrick Henry,TEN,RB,13,NYJ,18,21,5500,7.61
173,Jalen Richard,OAK,RB,13,KC,29,30,4800,7.61
199,Mike Davis,SEA,RB,13,SF,23,16,4800,6.68
205,Nyheim Hines,IND,RB,13,JAX,7,3,4900,6.53
216,Royce Freeman,DEN,RB,13,CIN,32,32,5000,6.15
217,Justin Jackson,LAC,RB,13,PIT,12,10,4900,6.12
223,Giovani Bernard,CIN,RB,13,DEN,20,20,5000,5.94
224,Latavius Murray,MIN,RB,13,NE,17,12,5600,5.76
225,Ty Montgomery,BAL,RB,13,ATL,30,29,5100,5.75
232,Ito Smith,ATL,RB,13,BAL,1,1,4900,5.63
239,Corey Clement,PHI,RB,13,WAS,11,11,5200,5.24
244,Jeffery Wilson,SF,RB,13,SEA,11,19,4500,4.98
248,Chris Ivory,BUF,RB,13,MIA,25,27,4600,4.93
253,Alfred Blue,HOU,RB,13,CLE,27,26,4700,4.75
267,Zach Zenner,DET,RB,13,LAR,26,15,4600,4.14
269,Malcolm Brown,LAR,RB,13,DET,21,24,4800,4.13
269,Darren Sproles,PHI,RB,13,WAS,11,11,4500,4.13
279,Rashaad Penny,SEA,RB,13,SF,23,16,5000,3.81
288,Jacquizz Rodgers,TB,RB,13,CAR,24,9,5000,3.37
291,Damien Williams,KC,RB,13,OAK,28,28,4500,3.24
299,Jordan Wilkins,IND,RB,13,JAX,7,3,5300,2.95
30,Travis Kelce,KC,TE,13,OAK,28,25,7800,15.74
59,Zach Ertz,PHI,TE,13,WAS,11,7,7600,12.86
69,George Kittle,SF,TE,13,SEA,11,3,6800,12.02
80,Eric Ebron,IND,TE,13,JAX,7,21,5600,11.13
90,Rob Gronkowski,NE,TE,13,MIN,6,13,6700,10.41
119,Jared Cook,OAK,TE,13,KC,29,31,6200,9.07
141,Greg Olsen,CAR,TE,13,TB,31,30,6000,8.56
150,Jordan Reed,WAS,TE,13,PHI,23,4,6400,8.35
162,Cameron Brate,TB,TE,13,CAR,24,32,4900,7.95
175,Kyle Rudolph,MIN,TE,13,NE,17,28,5600,7.56
180,Austin Hooper,ATL,TE,13,BAL,1,18,5700,7.44
186,David Njoku,CLE,TE,13,HOU,8,27,5500,7.33
189,Trey Burton,CHI,TE,13,NYG,19,16,5800,7.17
196,Jimmy Graham,GB,TE,13,ARI,16,7,5800,6.75
214,Vance McDonald,PIT,TE,13,LAC,5,12,5500,6.16
221,Chris Herndon IV,NYJ,TE,13,TEN,9,1,5600,6
228,CJ Uzomah,CIN,TE,13,DEN,20,23,5200,5.73
229,Matt LaCosse,DEN,TE,13,CIN,32,29,4700,5.71
233,Rhett Ellison,NYG,TE,13,CHI,2,9,4700,5.61
234,Gerald Everett,LAR,TE,13,DET,21,14,4800,5.46
245,Jonnu Smith,TEN,TE,13,NYJ,18,10,5300,4.97
246,Jesse James,PIT,TE,13,LAC,5,12,4700,4.95
248,James O'Shaughnessy,JAX,TE,13,IND,13,17,4000,4.93
254,Tyler Higbee,LAR,TE,13,DET,21,14,4200,4.71
256,Vernon Davis,WAS,TE,13,PHI,23,4,4900,4.63
257,Nick Vannett,SEA,TE,13,SF,23,15,4800,4.57
258,Benjamin Watson,NO,TE,13,DAL,6,22,5300,4.53
261,Mark Andrews,BAL,TE,13,ATL,30,11,4700,4.4
263,Antonio Gates,LAC,TE,13,PIT,12,23,4900,4.37
264,Erik Swoope,IND,TE,13,JAX,7,21,4000,4.31
276,Ricky Seals-Jones,ARI,TE,13,GB,15,5,5200,3.97
286,Jason Croom,BUF,TE,13,MIA,25,26,4000,3.43
287,Ed Dickson,SEA,TE,13,SF,23,15,4500,3.38
288,Jordan Thomas,HOU,TE,13,CLE,27,20,4900,3.37
290,Charles Clay,BUF,TE,13,MIA,25,26,4200,3.35
292,Dan Arnold,NO,TE,13,DAL,6,22,4000,3.16
294,Ryan Griffin,HOU,TE,13,CLE,27,20,4100,3.13
296,Virgil Green,LAC,TE,13,PIT,12,23,4100,3.02
27,Tyreek Hill,KC,WR,13,OAK,28,17,8400,17.18
31,Adam Thielen,MIN,WR,13,NE,17,13,8100,15.69
33,Davante Adams,GB,WR,13,ARI,16,12,8500,15.57
34,Antonio Brown,PIT,WR,13,LAC,5,8,8500,15.55
36,DeAndre Hopkins,HOU,WR,13,CLE,27,22,8800,15.39
39,Robert Woods,LAR,WR,13,DET,21,19,7300,14.79
41,Michael Thomas,NO,WR,13,DAL,6,2,8400,14.66
42,Odell Beckham Jr,NYG,WR,13,CHI,2,15,8200,14.65
46,Julio Jones,ATL,WR,13,BAL,1,5,8600,14.42
50,Mike Evans,TB,WR,13,CAR,24,18,7900,13.86
52,Keenan Allen,LAC,WR,13,PIT,12,10,7700,13.76
56,Brandin Cooks,LAR,WR,13,DET,21,19,7800,13.41
57,Kenny Golladay,DET,WR,13,LAR,26,28,7300,13.16
58,JuJu Smith-Schuster,PIT,WR,13,LAC,5,8,7200,13.03
60,Amari Cooper,DAL,WR,13,NO,16,32,6900,12.85
62,Stefon Diggs,MIN,WR,13,NE,17,13,7700,12.51
63,Julian Edelman,NE,WR,13,MIN,6,3,7200,12.43
64,T.Y. Hilton,IND,WR,13,JAX,7,4,7600,12.39
66,Emmanuel Sanders,DEN,WR,13,CIN,32,20,7000,12.35
71,D.J. Moore,CAR,WR,13,TB,31,27,6400,11.83
75,Corey Davis,TEN,WR,13,NYJ,18,24,5900,11.64
76,AJ Green,CIN,WR,13,DEN,20,16,8000,11.34
77,Josh Gordon,NE,WR,13,MIN,6,3,6600,11.33
81,Tyler Lockett,SEA,WR,13,SF,23,25,6700,11.05
85,Tyler Boyd,CIN,WR,13,DEN,20,16,7100,10.76
94,Alshon Jeffery,PHI,WR,13,WAS,11,24,7000,10.32
95,Chris Godwin,TB,WR,13,CAR,24,18,5400,10.25
99,Allen Robinson,CHI,WR,13,NYG,19,9,6500,10.02
101,Doug Baldwin,SEA,WR,13,SF,23,25,6200,9.98
102,Adam Humphries,TB,WR,13,CAR,24,18,6000,9.92
104,Larry Fitzgerald,ARI,WR,13,GB,15,29,6400,9.74
112,Josh Reynolds,LAR,WR,13,DET,21,19,5800,9.29
113,Demaryius Thomas,HOU,WR,13,CLE,27,22,5300,9.25
117,Jarvis Landry,CLE,WR,13,HOU,8,6,5500,9.11
125,Christian Kirk,ARI,WR,13,GB,15,29,5700,8.96
128,Tre'Quan Smith,NO,WR,13,DAL,6,2,6200,8.95
130,Courtland Sutton,DEN,WR,13,CIN,32,20,5400,8.88
132,Josh Doctson,WAS,WR,13,PHI,23,31,5400,8.81
133,David Moore,SEA,WR,13,SF,23,25,6300,8.79
134,Calvin Ridley,ATL,WR,13,BAL,1,5,6400,8.76
135,Mohamed Sanu,ATL,WR,13,BAL,1,5,5300,8.73
136,Golden Tate,PHI,WR,13,WAS,11,24,6100,8.68
140,Devin Funchess,CAR,WR,13,TB,31,27,5400,8.58
148,Sterling Shepard,NYG,WR,13,CHI,2,15,5400,8.4
153,Quincy Enunwa,NYJ,WR,13,TEN,9,26,5200,8.32
156,Mike Williams,LAC,WR,13,PIT,12,10,6000,8.25
157,Dede Westbrook,JAX,WR,13,IND,13,7,5300,8.22
161,Antonio Callaway,CLE,WR,13,HOU,8,6,5500,8.05
164,Anthony Miller,CHI,WR,13,NYG,19,9,5300,7.89
164,Bruce Ellington,DET,WR,13,LAR,26,28,4900,7.89
170,Donte Moncrief,JAX,WR,13,IND,13,7,5200,7.7
171,Taylor Gabriel,CHI,WR,13,NYG,19,9,5300,7.69
172,Cole Beasley,DAL,WR,13,NO,16,32,5000,7.62
177,Kenny Stills,MIA,WR,13,BUF,4,1,5200,7.52
179,Marquez Valdes-Scantling,GB,WR,13,ARI,16,12,5200,7.47
182,John Ross,CIN,WR,13,DEN,20,16,5600,7.41
184,Curtis Samuel,CAR,WR,13,TB,31,27,5500,7.35
187,Chris Conley,KC,WR,13,OAK,28,17,4500,7.3
194,John Brown,BAL,WR,13,ATL,30,30,4800,6.86
198,Michael Gallup,DAL,WR,13,NO,16,32,4700,6.69
200,Michael Crabtree,BAL,WR,13,ATL,30,30,5400,6.64
200,Willie Snead,BAL,WR,13,ATL,30,30,4900,6.64
202,Dante Pettis,SF,WR,13,SEA,11,21,5300,6.6
204,Jermaine Kearse,NYJ,WR,13,TEN,9,26,5000,6.56
207,Nelson Agholor,PHI,WR,13,WAS,11,24,5300,6.46
208,Marcell Ateman,OAK,WR,13,KC,29,14,4600,6.44
211,Dontrelle Inman,IND,WR,13,JAX,7,4,5100,6.27
212,Devante Parker,MIA,WR,13,BUF,4,1,5400,6.24
214,Robby Anderson,NYJ,WR,13,TEN,9,26,5000,6.16
221,Tyrell Williams,LAC,WR,13,PIT,12,10,5800,6
225,Seth Roberts,OAK,WR,13,KC,29,14,5200,5.75
227,Kendrick Bourne,SF,WR,13,SEA,11,21,4700,5.74
230,Maurice Harris,WAS,WR,13,PHI,23,31,4700,5.69
234,Zay Jones,BUF,WR,13,MIA,25,11,4600,5.46
236,Kelvin Benjamin,BUF,WR,13,MIA,25,11,4800,5.33
236,Chris Hogan,NE,WR,13,MIN,6,3,4900,5.33
238,Jordy Nelson,OAK,WR,13,KC,29,14,4700,5.26
242,Randall Cobb,GB,WR,13,ARI,16,12,5300,5.08
243,Chester Rogers,IND,WR,13,JAX,7,4,4700,5.03
247,Keith Kirkwood,NO,WR,13,DAL,6,2,5200,4.94
250,Rashard Higgins,CLE,WR,13,HOU,8,6,4600,4.92
252,Laquon Treadwell,MIN,WR,13,NE,17,13,4600,4.77
255,Ryan Grant,IND,WR,13,JAX,7,4,4600,4.64
259,Allen Hurns,DAL,WR,13,NO,16,32,4600,4.45
260,TJ Jones,DET,WR,13,LAR,26,28,4600,4.42
264,Leonte Carroo,MIA,WR,13,BUF,4,1,4500,4.31
266,Ryan Switzer,PIT,WR,13,LAC,5,8,4600,4.27
267,Equanimeous St. Brown,GB,WR,13,ARI,16,12,4500,4.14
271,Demarcus Robinson,KC,WR,13,OAK,28,17,4600,4.11
272,Travis Benjamin,LAC,WR,13,PIT,12,10,4600,4.07
273,Keelan Cole,JAX,WR,13,IND,13,7,4600,4.05
274,Trent Taylor,SF,WR,13,SEA,11,21,4500,4
277,Taywan Taylor,TEN,WR,13,NYJ,18,24,4600,3.87
278,Torrey Smith,CAR,WR,13,TB,31,27,5000,3.84
280,Daesean Hamilton,DEN,WR,13,CIN,32,20,4500,3.63
281,Cameron Batson,TEN,WR,13,NYJ,18,24,4600,3.58
282,Robert Foster,BUF,WR,13,MIA,25,11,5500,3.56
283,Richie James,SF,WR,13,SEA,11,21,4600,3.55
284,Cordarrelle Patterson,NE,WR,13,MIN,6,3,4800,3.51
285,Tajae Sharpe,TEN,WR,13,NYJ,18,24,5200,3.46
293,Jordan Matthews,PHI,WR,13,WAS,11,24,4600,3.15
295,Breshad Perriman,CLE,WR,13,HOU,8,6,4500,3.03
296,Jamison Crowder,WAS,WR,13,PHI,23,31,5300,3.02
299,Jarius Wright,CAR,WR,13,TB,31,27,4700,2.95
