Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
132,Jack Doyle,IND,TE,10,JAX,5,10,5600,8.25
150,David Njoku,CLE,TE,10,ATL,29,17,5400,7.78
151,Eric Ebron,IND,TE,10,JAX,5,10,5400,7.77
152,Evan Engram,NYG,TE,10,SF,23,12,5800,7.67
152,Vance McDonald,PIT,TE,10,CAR,16,32,5300,7.67
154,Austin Hooper,ATL,TE,10,CLE,26,23,5800,7.65
175,Benjamin Watson,NO,TE,10,CIN,31,30,5900,6.97
185,CJ Uzomah,CIN,TE,10,NO,28,6,5400,6.54
204,Chris Herndon IV,NYJ,TE,10,BUF,9,12,5500,5.9
207,Ricky Seals-Jones,ARI,TE,10,KC,27,27,5000,5.82
208,Vernon Davis,WAS,TE,10,TB,32,31,5100,5.61
216,Nick Vannett,SEA,TE,10,LAR,15,19,5200,5.27
223,Jesse James,PIT,TE,10,CAR,16,32,4800,4.86
228,Cameron Brate,TB,TE,10,WAS,11,10,4400,4.22
231,Antonio Gates,LAC,TE,10,OAK,30,29,4500,4
232,Logan Thomas,BUF,TE,10,NYJ,14,5,4500,3.84
241,Michael Roberts,DET,TE,10,CHI,4,15,4700,3.65
244,Dallas Goedert,PHI,TE,10,DAL,3,9,5300,3.6
248,Geoff Swaim,DAL,TE,10,PHI,12,3,4600,3.42
249,James O'Shaughnessy,JAX,TE,10,IND,17,24,4000,3.36
251,Gerald Everett,LAR,TE,10,SEA,6,2,4500,3.34
252,Jonnu Smith,TEN,TE,10,NE,22,28,4200,3.32
253,Jason Croom,BUF,TE,10,NYJ,14,5,4000,3.3
259,Ed Dickson,SEA,TE,10,LAR,15,19,4700,3.04
261,Dwayne Allen,NE,TE,10,TEN,3,1,4200,3.03
262,Mike Gesicki,MIA,TE,10,GB,20,3,4400,2.99
270,Josh Hill,NO,TE,10,CIN,31,30,4300,2.84
272,David Grinnage,JAX,TE,10,IND,17,24,4000,2.82
275,Virgil Green,LAC,TE,10,OAK,30,29,4300,2.74
281,Nick O'Leary,MIA,TE,10,GB,20,3,4500,2.55
282,Rhett Ellison,NYG,TE,10,SF,23,12,4400,2.46
283,Tyler Higbee,LAR,TE,10,SEA,6,2,4200,2.4
285,Jordan Franks,CIN,TE,10,NO,28,6,4000,2.26
286,Jermaine Gresham,ARI,TE,10,KC,27,27,4400,2.24
287,Demetrius Harris,KC,TE,10,ARI,12,7,4000,2.22
287,Luke Stocker,TEN,TE,10,NE,22,28,4400,2.22
297,Lance Kendricks,GB,TE,10,MIA,23,22,4300,1.95
300,Seth DeValve,CLE,TE,10,ATL,29,17,4300,1.92
24,Michael Thomas,NO,WR,10,CIN,31,27,8600,16.97
28,Antonio Brown,PIT,WR,10,CAR,16,12,8700,16.56
32,Davante Adams,GB,WR,10,MIA,23,11,8600,15.85
33,Odell Beckham Jr,NYG,WR,10,SF,23,21,8400,15.66
34,Julio Jones,ATL,WR,10,CLE,26,23,8700,15.41
36,Keenan Allen,LAC,WR,10,OAK,30,26,7900,14.94
40,Tyreek Hill,KC,WR,10,ARI,12,6,7600,14.7
44,Tyler Boyd,CIN,WR,10,NO,28,32,7800,13.91
49,Mike Evans,TB,WR,10,WAS,11,24,7500,13.24
50,Robert Woods,LAR,WR,10,SEA,6,18,7500,13.13
53,JuJu Smith-Schuster,PIT,WR,10,CAR,16,12,7200,13.01
57,Cooper Kupp,LAR,WR,10,SEA,6,18,6500,12.38
58,Brandin Cooks,LAR,WR,10,SEA,6,18,7700,12.13
59,Josh Gordon,NE,WR,10,TEN,3,25,6700,11.9
61,Julian Edelman,NE,WR,10,TEN,3,25,7300,11.85
64,Jarvis Landry,CLE,WR,10,ATL,29,30,6400,11.4
67,Alshon Jeffery,PHI,WR,10,DAL,3,3,7300,11.32
73,Marvin Jones,DET,WR,10,CHI,4,16,6200,10.82
75,T.Y. Hilton,IND,WR,10,JAX,5,1,7000,10.59
76,Marquez Valdes-Scantling,GB,WR,10,MIA,23,11,5400,10.56
77,Kenny Golladay,DET,WR,10,CHI,4,16,5800,10.5
78,Calvin Ridley,ATL,WR,10,CLE,26,23,6600,10.47
79,Amari Cooper,DAL,WR,10,PHI,12,29,6500,10.46
82,Larry Fitzgerald,ARI,WR,10,KC,27,14,5800,10.24
83,Devin Funchess,CAR,WR,10,PIT,21,25,6100,10.18
88,Sterling Shepard,NYG,WR,10,SF,23,21,6400,10
93,Corey Davis,TEN,WR,10,NE,22,12,5800,9.62
94,DeSean Jackson,TB,WR,10,WAS,11,24,6300,9.59
96,Tyler Lockett,SEA,WR,10,LAR,15,22,6200,9.5
97,Golden Tate,PHI,WR,10,DAL,3,3,6900,9.45
100,Doug Baldwin,SEA,WR,10,LAR,15,22,6300,9.34
103,Tyrell Williams,LAC,WR,10,OAK,30,26,6500,9.26
109,Allen Robinson,CHI,WR,10,DET,21,10,6300,8.89
110,Christian Kirk,ARI,WR,10,KC,27,14,5400,8.87
113,Chris Godwin,TB,WR,10,WAS,11,24,5500,8.67
114,Tre'Quan Smith,NO,WR,10,CIN,31,27,5600,8.64
120,Dede Westbrook,JAX,WR,10,IND,17,9,5400,8.51
121,Marquise Goodwin,SF,WR,10,NYG,18,7,5000,8.5
122,Maurice Harris,WAS,WR,10,TB,32,31,5900,8.48
124,Taylor Gabriel,CHI,WR,10,DET,21,10,5400,8.39
127,Josh Doctson,WAS,WR,10,TB,32,31,4900,8.31
131,Anthony Miller,CHI,WR,10,DET,21,10,5300,8.28
134,Donte Moncrief,JAX,WR,10,IND,17,9,5500,8.16
135,Mohamed Sanu,ATL,WR,10,CLE,26,23,5600,8.15
136,Devante Parker,MIA,WR,10,GB,20,29,5400,8.14
139,Danny Amendola,MIA,WR,10,GB,20,29,5300,8.05
142,Adam Humphries,TB,WR,10,WAS,11,24,5700,7.99
149,David Moore,SEA,WR,10,LAR,15,22,5800,7.81
155,Mike Williams,LAC,WR,10,OAK,30,26,5400,7.64
157,Quincy Enunwa,NYJ,WR,10,BUF,9,4,5200,7.6
159,D.J. Moore,CAR,WR,10,PIT,21,25,5500,7.49
160,Kenny Stills,MIA,WR,10,GB,20,29,5300,7.46
161,Jordy Nelson,OAK,WR,10,LAC,13,15,5000,7.45
169,Antonio Callaway,CLE,WR,10,ATL,29,30,4900,7.12
174,Nelson Agholor,PHI,WR,10,DAL,3,3,5300,6.98
176,John Ross,CIN,WR,10,NO,28,32,5600,6.93
178,Cole Beasley,DAL,WR,10,PHI,12,29,5700,6.81
185,Cordarrelle Patterson,NE,WR,10,TEN,3,25,4700,6.54
187,Kelvin Benjamin,BUF,WR,10,NYJ,14,20,5000,6.53
191,Keelan Cole,JAX,WR,10,IND,17,9,4800,6.42
193,Chris Conley,KC,WR,10,ARI,12,6,4500,6.32
195,Jermaine Kearse,NYJ,WR,10,BUF,9,4,4600,6.28
196,Michael Gallup,DAL,WR,10,PHI,12,29,4800,6.27
197,Zay Jones,BUF,WR,10,NYJ,14,20,4600,6.26
201,Chris Hogan,NE,WR,10,TEN,3,25,5800,6.09
202,Kendrick Bourne,SF,WR,10,NYG,18,7,4700,6.08
204,Brandon LaFell,OAK,WR,10,LAC,13,15,4600,5.9
210,Tajae Sharpe,TEN,WR,10,NE,22,12,5300,5.56
211,Rashard Higgins,CLE,WR,10,ATL,29,30,4600,5.54
214,Curtis Samuel,CAR,WR,10,PIT,21,25,5100,5.47
216,Seth Roberts,OAK,WR,10,LAC,13,15,5100,5.27
218,Terrelle Pryor,BUF,WR,10,NYJ,14,20,4600,5.21
220,Alex Erickson,CIN,WR,10,NO,28,32,4500,5.16
221,Jakeem Grant,MIA,WR,10,GB,20,29,4600,5.02
222,Martavis Bryant,OAK,WR,10,LAC,13,15,5000,4.97
224,Trent Taylor,SF,WR,10,NYG,18,7,4500,4.73
227,Chester Rogers,IND,WR,10,JAX,5,1,5600,4.4
232,Dontrelle Inman,IND,WR,10,JAX,5,1,5100,3.84
234,D.J. Chark,JAX,WR,10,IND,17,9,4600,3.82
236,TJ Jones,DET,WR,10,CHI,4,16,4500,3.72
241,Richie James,SF,WR,10,NYG,18,7,4700,3.65
245,Ryan Grant,IND,WR,10,JAX,5,1,4700,3.59
246,James Washington,PIT,WR,10,CAR,16,12,4600,3.47
247,Equanimeous St. Brown,GB,WR,10,MIA,23,11,4500,3.46
249,Allen Hurns,DAL,WR,10,PHI,12,29,4700,3.36
254,Ryan Switzer,PIT,WR,10,CAR,16,12,4500,3.27
255,Travis Benjamin,LAC,WR,10,OAK,30,26,4600,3.15
257,Michael Floyd,WAS,WR,10,TB,32,31,4500,3.07
258,Jarius Wright,CAR,WR,10,PIT,21,25,4600,3.05
259,Demarcus Robinson,KC,WR,10,ARI,12,6,4600,3.04
263,JJ Nelson,ARI,WR,10,KC,27,14,4600,2.96
263,Damion Ratley,CLE,WR,10,ATL,29,30,4600,2.96
266,Cameron Batson,TEN,WR,10,NE,22,12,4500,2.89
268,Cody Core,CIN,WR,10,NO,28,32,4500,2.86
268,Phillip Dorsett,NE,WR,10,TEN,3,25,4800,2.86
271,Dante Pettis,SF,WR,10,NYG,18,7,4600,2.83
274,Jordan Matthews,PHI,WR,10,DAL,3,3,4800,2.76
275,Corey Coleman,NYG,WR,10,SF,23,21,4500,2.74
277,Austin Carr,NO,WR,10,CIN,31,27,4500,2.69
278,Breshad Perriman,CLE,WR,10,ATL,29,30,4500,2.68
279,Auden Tate,CIN,WR,10,NO,28,32,4500,2.62
280,Rishard Matthews,NYJ,WR,10,BUF,9,4,4500,2.6
284,Josh Reynolds,LAR,WR,10,SEA,6,18,5600,2.39
289,Josh Bellamy,CHI,WR,10,DET,21,10,4500,2.2
290,Andre Holmes,BUF,WR,10,NYJ,14,20,4500,2.16
296,Darius Jennings,TEN,WR,10,NE,22,12,4500,1.99
298,Jaron Brown,SEA,WR,10,LAR,15,22,5100,1.94
