Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
261,New York Giants,NYG,DST,16,IND,null,null,3300,4.5
273,Pittsburgh Steelers,PIT,DST,16,NO,null,null,3000,4
57,Jaylen Samuels,PIT,RB,16,NO,13,3,6700,12.93
87,Greg Zuerlein,LAR,K,16,ARI,15,13,5000,10.06
91,Wil Lutz,NO,K,16,PIT,14,5,4950,9.86
92,Stephen Gostkowski,NE,K,16,BUF,4,21,4900,9.71
92,Harrison Butker,KC,K,16,SEA,11,8,4850,9.71
97,Adam Vinatieri,IND,K,16,NYG,17,31,4800,9.61
103,Brett Maher,DAL,K,16,TB,30,15,4750,9.41
108,Ka'imi Fairbairn,HOU,K,16,PHI,25,30,4700,9.21
111,Michael Badgley,LAC,K,16,BAL,1,2,4650,9.06
114,Mason Crosby,GB,K,16,NYJ,23,29,4600,8.86
114,Ryan Succop,TEN,K,16,WAS,12,4,4550,8.86
114,Greg Joseph,CLE,K,16,CIN,32,32,4500,8.86
118,Jason Myers,NYJ,K,16,GB,18,10,4450,8.81
126,Sebastian Janikowski,SEA,K,16,KC,31,11,4400,8.54
127,Jake Elliott,PHI,K,16,HOU,10,6,4350,8.51
127,Chandler Catanzaro,CAR,K,16,ATL,27,15,4300,8.51
130,Justin Tucker,BAL,K,16,LAC,8,4,4250,8.46
133,Cody Parkey,CHI,K,16,SF,26,18,4200,8.24
134,Jason Sanders,MIA,K,16,JAX,6,18,4150,8.21
136,Matt Prater,DET,K,16,MIN,5,26,4100,8.16
139,Matt Bryant,ATL,K,16,CAR,22,17,4050,8.14
139,Brandon McManus,DEN,K,16,OAK,30,28,4000,8.14
148,Dan Bailey,MIN,K,16,DET,16,3,3950,7.94
149,Robbie Gould,SF,K,16,CHI,2,8,3900,7.91
150,Chris Boswell,PIT,K,16,NO,13,1,3850,7.89
161,Aldrick Rosas,NYG,K,16,IND,9,22,3800,7.54
168,Cairo Santos,TB,K,16,DAL,7,13,3750,7.29
174,Steven Hauschka,BUF,K,16,NE,21,20,3700,7.09
183,Daniel Carlson,OAK,K,16,DEN,20,22,3650,6.7
190,Zane Gonzalez,ARI,K,16,LAR,20,25,3600,6.65
190,Kai Forbath,JAX,K,16,MIA,28,26,3550,6.65
197,Dustin Hopkins,WAS,K,16,TEN,3,8,3500,6.45
199,Randy Bullock,CIN,K,16,CLE,24,24,3450,6.4
1,Patrick Mahomes,KC,QB,16,SEA,11,9,9500,22.29
3,Russell Wilson,SEA,QB,16,KC,31,30,8300,20.31
4,Drew Brees,NO,QB,16,PIT,14,22,8400,20.27
6,Andrew Luck,IND,QB,16,NYG,17,11,8200,19.53
7,Ben Roethlisberger,PIT,QB,16,NO,13,28,8700,19.33
8,Deshaun Watson,HOU,QB,16,PHI,25,24,8000,19.25
9,Matt Ryan,ATL,QB,16,CAR,22,25,8500,19.22
10,Aaron Rodgers,GB,QB,16,NYJ,23,20,8000,19.09
10,Dak Prescott,DAL,QB,16,TB,30,29,7300,19.09
12,Baker Mayfield,CLE,QB,16,CIN,32,31,7700,18.83
14,Jared Goff,LAR,QB,16,ARI,15,6,8000,18.63
15,Tom Brady,NE,QB,16,BUF,4,1,7900,18.59
16,Mitch Trubisky,CHI,QB,16,SF,26,27,7900,18.31
17,Jameis Winston,TB,QB,16,DAL,7,8,7000,18.28
18,Kirk Cousins,MIN,QB,16,DET,16,19,7600,18.16
19,Josh Allen,BUF,QB,16,NE,21,23,7700,17.86
20,Lamar Jackson,BAL,QB,16,LAC,8,7,8500,17.79
21,Philip Rivers,LAC,QB,16,BAL,1,4,9000,17.66
24,Nick Foles,PHI,QB,16,HOU,10,14,6000,16.71
29,Sam Darnold,NYJ,QB,16,GB,18,17,6700,15.92
31,Case Keenum,DEN,QB,16,OAK,30,25,7000,15.73
32,Derek Carr,OAK,QB,16,DEN,20,11,6700,15.44
35,Eli Manning,NYG,QB,16,IND,9,12,6400,15.13
37,Marcus Mariota,TEN,QB,16,WAS,12,18,8000,14.96
40,Nick Mullens,SF,QB,16,CHI,2,2,6700,14.25
43,Ryan Tannehill,MIA,QB,16,JAX,6,10,6800,14.04
44,Josh Johnson,WAS,QB,16,TEN,3,5,7000,14.01
47,Matthew Stafford,DET,QB,16,MIN,5,4,6600,13.72
55,Jeff Driskel,CIN,QB,16,CLE,24,16,6600,13.07
59,Taylor Heinicke,CAR,QB,16,ATL,27,32,6000,12.86
65,Cody Kessler,JAX,QB,16,MIA,28,21,6200,12.11
76,Josh Rosen,ARI,QB,16,LAR,20,15,6400,10.84
2,Ezekiel Elliott,DAL,RB,16,TB,30,29,8800,20.99
5,Christian McCaffrey,CAR,RB,16,ATL,27,27,9300,20.26
13,Saquon Barkley,NYG,RB,16,IND,9,11,9000,18.71
23,Alvin Kamara,NO,RB,16,PIT,14,9,8100,16.79
26,Nick Chubb,CLE,RB,16,CIN,32,32,7900,16.05
28,Melvin Gordon,LAC,RB,16,BAL,1,2,8600,15.93
34,Joe Mixon,CIN,RB,16,CLE,24,24,8200,15.19
38,Phillip Lindsay,DEN,RB,16,OAK,30,27,7600,14.84
41,Chris Carson,SEA,RB,16,KC,31,30,6400,14.24
42,Dalvin Cook,MIN,RB,16,DET,16,22,7100,14.14
46,Derrick Henry,TEN,RB,16,WAS,12,13,8500,13.74
49,Damien Williams,KC,RB,16,SEA,11,15,6700,13.18
50,David Johnson,ARI,RB,16,LAR,20,17,7200,13.15
52,Marlon Mack,IND,RB,16,NYG,17,25,7000,13.1
56,Jamaal Williams,GB,RB,16,NYJ,23,12,5800,13.04
63,Elijah McGuire,NYJ,RB,16,GB,18,19,5700,12.39
66,Tevin Coleman,ATL,RB,16,CAR,22,8,6400,12.01
68,Tarik Cohen,CHI,RB,16,SF,26,21,6900,11.62
69,Leonard Fournette,JAX,RB,16,MIA,28,28,7300,11.58
71,Sony Michel,NE,RB,16,BUF,4,23,6800,11.38
73,Matt Breida,SF,RB,16,CHI,2,1,6000,11.34
80,Mark Ingram,NO,RB,16,PIT,14,9,6600,10.42
83,Jordan Howard,CHI,RB,16,SF,26,21,6000,10.2
85,Gus Edwards,BAL,RB,16,LAC,8,22,7600,10.09
90,James White,NE,RB,16,BUF,4,23,6500,9.91
95,Alfred Blue,HOU,RB,16,PHI,25,16,5300,9.64
99,Kalen Ballage,MIA,RB,16,JAX,6,7,5500,9.57
104,Kenyan Drake,MIA,RB,16,JAX,6,7,5800,9.39
105,Peyton Barber,TB,RB,16,DAL,7,6,5600,9.35
106,Doug Martin,OAK,RB,16,DEN,20,16,5800,9.24
106,LeSean McCoy,BUF,RB,16,NE,21,18,5500,9.24
130,Adrian Peterson,WAS,RB,16,TEN,3,3,6500,8.46
136,Josh Adams,PHI,RB,16,HOU,10,5,6100,8.16
142,Zach Zenner,DET,RB,16,MIN,5,10,5500,8.11
151,Theo Riddick,DET,RB,16,MIN,5,10,5500,7.8
154,Jalen Richard,OAK,RB,16,DEN,20,16,4800,7.79
165,Dion Lewis,TEN,RB,16,WAS,12,13,5800,7.44
171,Nyheim Hines,IND,RB,16,NYG,17,25,4800,7.12
172,Kenneth Dixon,BAL,RB,16,LAC,8,22,5500,7.1
179,Mike Davis,SEA,RB,16,KC,31,30,5400,6.86
181,Trenton Cannon,NYJ,RB,16,GB,18,19,4800,6.78
194,Duke Johnson,CLE,RB,16,CIN,32,32,4800,6.57
196,Chris Thompson,WAS,RB,16,TEN,3,3,5100,6.48
200,Darren Sproles,PHI,RB,16,HOU,10,5,4500,6.36
207,Wendell Smallwood,PHI,RB,16,HOU,10,5,4700,6.19
223,CJ Anderson,LAR,RB,16,ARI,15,31,4500,5.67
224,Latavius Murray,MIN,RB,16,DET,16,22,5500,5.63
225,Rex Burkhead,NE,RB,16,BUF,4,23,5000,5.62
235,Jeffery Wilson,SF,RB,16,CHI,2,1,5400,5.26
240,Royce Freeman,DEN,RB,16,OAK,30,27,4700,5.13
245,Giovani Bernard,CIN,RB,16,CLE,24,24,4800,4.81
251,Justin Jackson,LAC,RB,16,BAL,1,2,5300,4.69
265,Darrel Williams,KC,RB,16,SEA,11,15,4500,4.29
268,LeGarrette Blount,DET,RB,16,MIN,5,10,5300,4.13
269,D'Onta Foreman,HOU,RB,16,PHI,25,16,4500,4.07
274,Keith Ford,BUF,RB,16,NE,21,18,5300,3.95
276,Chase Edmonds,ARI,RB,16,LAR,20,17,5200,3.86
281,Kapri Bibbs,GB,RB,16,NYJ,23,12,4500,3.62
289,David Williams,JAX,RB,16,MIA,28,28,4500,3.43
36,Travis Kelce,KC,TE,16,SEA,11,8,7700,15
62,Zach Ertz,PHI,TE,16,HOU,10,26,7400,12.4
70,George Kittle,SF,TE,16,CHI,2,11,7400,11.44
75,Eric Ebron,IND,TE,16,NYG,17,16,6100,10.87
83,Jared Cook,OAK,TE,16,DEN,20,28,6000,10.2
96,Rob Gronkowski,NE,TE,16,BUF,4,3,6600,9.63
100,Evan Engram,NYG,TE,16,IND,9,18,5700,9.48
159,Austin Hooper,ATL,TE,16,CAR,22,30,5300,7.61
169,Cameron Brate,TB,TE,16,DAL,7,20,5200,7.21
170,David Njoku,CLE,TE,16,CIN,32,23,5300,7.2
175,Jimmy Graham,GB,TE,16,NYJ,23,9,5400,6.95
176,Vance McDonald,PIT,TE,16,NO,13,6,5500,6.91
182,Kyle Rudolph,MIN,TE,16,DET,16,14,5500,6.73
201,Trey Burton,CHI,TE,16,SF,26,10,5900,6.33
206,Chris Herndon IV,NYJ,TE,16,GB,18,5,5400,6.24
216,CJ Uzomah,CIN,TE,16,CLE,24,22,5000,5.8
219,Ian Thomas,CAR,TE,16,ATL,27,6,5400,5.78
231,Gerald Everett,LAR,TE,16,ARI,15,2,4800,5.37
232,Blake Jarwin,DAL,TE,16,TB,30,25,4700,5.36
244,Jeremy Sprinkle,WAS,TE,16,TEN,3,1,4900,4.99
249,Ricky Seals-Jones,ARI,TE,16,LAR,20,19,4900,4.7
251,Benjamin Watson,NO,TE,16,PIT,14,28,5000,4.69
264,Dallas Goedert,PHI,TE,16,HOU,10,26,5100,4.34
267,Antonio Gates,LAC,TE,16,BAL,1,19,5500,4.17
272,Anthony Firkser,TEN,TE,16,WAS,12,6,5800,4.01
275,Nick Vannett,SEA,TE,16,KC,31,31,4800,3.94
282,Levine Toilolo,DET,TE,16,MIN,5,13,4000,3.6
284,Jesse James,PIT,TE,16,NO,13,6,5000,3.55
286,Demetrius Harris,KC,TE,16,SEA,11,8,4300,3.5
287,Ed Dickson,SEA,TE,16,KC,31,31,4500,3.46
290,Mark Andrews,BAL,TE,16,LAC,8,13,5300,3.37
290,James O'Shaughnessy,JAX,TE,16,MIA,28,27,4000,3.37
293,Ryan Griffin,HOU,TE,16,PHI,25,4,4100,3.32
294,Mo Alie-Cox,IND,TE,16,NYG,17,16,4400,3.24
295,Tyler Higbee,LAR,TE,16,ARI,15,2,4200,3.17
296,Jordan Thomas,HOU,TE,16,PHI,25,4,4900,3.14
297,Dalton Schultz,DAL,TE,16,TB,30,25,4000,3.1
22,Davante Adams,GB,WR,16,NYJ,23,30,8500,17.13
25,DeAndre Hopkins,HOU,WR,16,PHI,25,31,8900,16.53
27,Antonio Brown,PIT,WR,16,NO,13,32,8700,15.96
30,Tyreek Hill,KC,WR,16,SEA,11,22,8000,15.88
33,Michael Thomas,NO,WR,16,PIT,14,13,8300,15.41
39,Julio Jones,ATL,WR,16,CAR,22,25,8700,14.57
45,T.Y. Hilton,IND,WR,16,NYG,17,8,7700,13.83
48,JuJu Smith-Schuster,PIT,WR,16,NO,13,32,8000,13.34
51,Stefon Diggs,MIN,WR,16,DET,16,24,7300,13.13
53,Amari Cooper,DAL,WR,16,TB,30,26,7000,13.09
53,Adam Thielen,MIN,WR,16,DET,16,24,7600,13.09
58,Robert Woods,LAR,WR,16,ARI,15,10,7500,12.91
60,Julian Edelman,NE,WR,16,BUF,4,5,7000,12.82
61,Keenan Allen,LAC,WR,16,BAL,1,5,8400,12.46
64,Mike Evans,TB,WR,16,DAL,7,4,7200,12.23
66,Brandin Cooks,LAR,WR,16,ARI,15,10,7400,12.01
72,Alshon Jeffery,PHI,WR,16,HOU,10,9,6300,11.37
74,Tyler Lockett,SEA,WR,16,KC,31,17,6600,11.12
77,Kenny Golladay,DET,WR,16,MIN,5,2,7100,10.82
78,Jarvis Landry,CLE,WR,16,CIN,32,19,6300,10.68
79,Doug Baldwin,SEA,WR,16,KC,31,17,6700,10.59
80,Allen Robinson,CHI,WR,16,SF,26,29,6500,10.42
82,Robby Anderson,NYJ,WR,16,GB,18,28,5900,10.41
85,Larry Fitzgerald,ARI,WR,16,LAR,20,23,6100,10.09
88,Dante Pettis,SF,WR,16,CHI,2,12,5400,10
89,Corey Davis,TEN,WR,16,WAS,12,24,6500,9.97
100,Calvin Ridley,ATL,WR,16,CAR,22,25,5500,9.48
100,Jordy Nelson,OAK,WR,16,DEN,20,15,5300,9.48
109,Sterling Shepard,NYG,WR,16,IND,9,6,5000,9.18
110,Daesean Hamilton,DEN,WR,16,OAK,30,16,5400,9.17
112,D.J. Moore,CAR,WR,16,ATL,27,27,6300,8.96
113,Demaryius Thomas,HOU,WR,16,PHI,25,31,5300,8.88
117,Tim Patrick,DEN,WR,16,OAK,30,16,5500,8.84
120,Josh Reynolds,LAR,WR,16,ARI,15,10,5300,8.69
121,Robert Foster,BUF,WR,16,NE,21,11,6000,8.68
122,Mike Williams,LAC,WR,16,BAL,1,5,7700,8.65
125,Dede Westbrook,JAX,WR,16,MIA,28,18,5500,8.57
132,Mohamed Sanu,ATL,WR,16,CAR,22,25,5300,8.34
138,Golden Tate,PHI,WR,16,HOU,10,9,5700,8.15
141,Adam Humphries,TB,WR,16,DAL,7,4,5800,8.13
144,Jamison Crowder,WAS,WR,16,TEN,3,22,5600,8.09
145,Courtland Sutton,DEN,WR,16,OAK,30,16,5900,8.08
146,Chris Hogan,NE,WR,16,BUF,4,5,5300,8
151,John Ross,CIN,WR,16,CLE,24,16,5400,7.8
155,Curtis Samuel,CAR,WR,16,ATL,27,27,5700,7.74
156,DeSean Jackson,TB,WR,16,DAL,7,4,5500,7.67
156,Antonio Callaway,CLE,WR,16,CIN,32,19,5100,7.67
158,Kenny Stills,MIA,WR,16,JAX,6,1,5300,7.66
160,Chris Godwin,TB,WR,16,DAL,7,4,5200,7.59
161,Tyrell Williams,LAC,WR,16,BAL,1,5,6700,7.54
164,Isaiah McKenzie,BUF,WR,16,NE,21,11,5400,7.45
166,Zay Jones,BUF,WR,16,NE,21,11,4800,7.42
180,David Moore,SEA,WR,16,KC,31,17,6300,6.85
183,Willie Snead,BAL,WR,16,LAC,8,8,5200,6.7
188,Chris Conley,KC,WR,16,SEA,11,22,4700,6.69
189,Donte Moncrief,JAX,WR,16,MIA,28,18,4700,6.66
192,Taylor Gabriel,CHI,WR,16,SF,26,29,5000,6.64
193,Danny Amendola,MIA,WR,16,JAX,6,1,4700,6.62
197,Nelson Agholor,PHI,WR,16,HOU,10,9,5300,6.45
202,Anthony Miller,CHI,WR,16,SF,26,29,4800,6.32
205,Seth Roberts,OAK,WR,16,DEN,20,15,5000,6.25
208,Marquez Valdes-Scantling,GB,WR,16,NYJ,23,30,4700,6.18
209,Marcell Ateman,OAK,WR,16,DEN,20,15,4600,6.1
211,Cordarrelle Patterson,NE,WR,16,BUF,4,5,5000,5.98
212,Taywan Taylor,TEN,WR,16,WAS,12,24,5100,5.93
215,Michael Gallup,DAL,WR,16,TB,30,26,5000,5.87
220,Trent Sherfield,ARI,WR,16,LAR,20,23,4500,5.74
221,Michael Crabtree,BAL,WR,16,LAC,8,8,5000,5.72
222,Tre'Quan Smith,NO,WR,16,PIT,14,13,5100,5.69
226,Ted Ginn,NO,WR,16,PIT,14,13,4500,5.59
227,Alex Erickson,CIN,WR,16,CLE,24,16,4500,5.54
228,Josh Doctson,WAS,WR,16,TEN,3,22,5400,5.49
229,Deandre Carter,HOU,WR,16,PHI,25,31,4500,5.42
233,Kendrick Bourne,SF,WR,16,CHI,2,12,4900,5.31
234,James Washington,PIT,WR,16,NO,13,32,4600,5.29
236,Equanimeous St. Brown,GB,WR,16,NYJ,23,30,4500,5.23
237,Keith Kirkwood,NO,WR,16,PIT,14,13,4900,5.21
238,Demarcus Robinson,KC,WR,16,SEA,11,22,5200,5.18
239,Bennie Fowler,NYG,WR,16,IND,9,6,4600,5.15
240,Rashard Higgins,CLE,WR,16,CIN,32,19,4700,5.13
243,Jermaine Kearse,NYJ,WR,16,GB,18,28,4700,5.05
246,John Brown,BAL,WR,16,LAC,8,8,4800,4.8
247,Phillip Dorsett,NE,WR,16,BUF,4,5,4600,4.77
248,Marquise Goodwin,SF,WR,16,CHI,2,12,4800,4.72
253,Ryan Switzer,PIT,WR,16,NO,13,32,4800,4.66
254,Keelan Cole,JAX,WR,16,MIA,28,18,4600,4.64
254,Cody Latimer,NYG,WR,16,IND,9,6,4500,4.64
256,Cody Core,CIN,WR,16,CLE,24,16,4700,4.63
257,Breshad Perriman,CLE,WR,16,CIN,32,19,5100,4.6
259,Cole Beasley,DAL,WR,16,TB,30,26,4900,4.58
260,Aldrick Robinson,MIN,WR,16,DET,16,24,4900,4.54
262,Jarius Wright,CAR,WR,16,ATL,27,27,4700,4.39
263,Devante Parker,MIA,WR,16,JAX,6,1,4600,4.36
266,Andy Jones,DET,WR,16,MIN,5,2,4500,4.2
270,Eli Rogers,PIT,WR,16,NO,13,32,5200,4.06
271,Brice Butler,MIA,WR,16,JAX,6,1,4600,4.02
277,Chad Williams,ARI,WR,16,LAR,20,23,4500,3.75
278,Devin Funchess,CAR,WR,16,ATL,27,27,5000,3.72
279,Chester Rogers,IND,WR,16,NYG,17,8,4600,3.66
280,Zach Pascal,IND,WR,16,NYG,17,8,4600,3.63
283,Travis Benjamin,LAC,WR,16,BAL,1,5,4600,3.56
285,Tajae Sharpe,TEN,WR,16,WAS,12,24,5100,3.53
288,Dontrelle Inman,IND,WR,16,NYG,17,8,4600,3.44
292,Andre Roberts,NYJ,WR,16,GB,18,28,4500,3.34
297,Brandon Powell,DET,WR,16,MIN,5,2,4500,3.1
299,TJ Jones,DET,WR,16,MIN,5,2,4900,3.08
300,Michael Floyd,WAS,WR,16,TEN,3,22,4500,3.04
