Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
31,Blake Bortles,JAX,QB,4,NYJ,5,6,6700,16.04
32,Dak Prescott,DAL,QB,4,DET,16,7,6800,15.63
35,Josh Allen,BUF,QB,4,GB,22,23,6400,15.5
36,Derek Carr,OAK,QB,4,CLE,7,1,7000,15.34
41,CJ Beathard,SF,QB,4,LAC,26,24,6200,14.46
44,Marcus Mariota,TEN,QB,4,PHI,13,17,6300,13.89
59,Josh Rosen,ARI,QB,4,SEA,15,9,6500,12.28
79,Sam Darnold,NYJ,QB,4,JAX,1,3,6200,10.81
1,Alvin Kamara,NO,RB,4,NYG,12,8,9100,21.16
8,Todd Gurley,LAR,RB,4,MIN,14,7,9100,19.1
12,Ezekiel Elliott,DAL,RB,4,DET,16,30,8200,18.51
19,Saquon Barkley,NYG,RB,4,NO,31,4,8000,17.33
21,Melvin Gordon,LAC,RB,4,SF,28,14,8700,17.22
33,James Conner,PIT,RB,4,BAL,3,4,7500,15.57
40,David Johnson,ARI,RB,4,SEA,15,10,7600,14.52
42,Tevin Coleman,ATL,RB,4,CIN,23,22,7200,14.42
43,Giovani Bernard,CIN,RB,4,ATL,27,29,6400,13.95
50,Kareem Hunt,KC,RB,4,DEN,19,18,7900,13.4
51,Jordan Howard,CHI,RB,4,TB,29,27,7200,13.36
55,Leonard Fournette,JAX,RB,4,NYJ,5,17,7700,12.85
56,Carlos Hyde,CLE,RB,4,OAK,21,13,6800,12.72
61,Lamar Miller,HOU,RB,4,IND,11,23,6500,12.12
63,Alex Collins,BAL,RB,4,PIT,30,5,6500,12.07
66,Marshawn Lynch,OAK,RB,4,CLE,7,26,6400,11.84
70,Kenyan Drake,MIA,RB,4,NE,24,21,6300,11.58
72,Sony Michel,NE,RB,4,MIA,10,25,5900,11.42
75,LeSean McCoy,BUF,RB,4,GB,22,18,6500,11
76,Dalvin Cook,MIN,RB,4,LAR,1,11,6500,10.96
80,James White,NE,RB,4,MIA,10,25,6100,10.79
82,Matt Breida,SF,RB,4,LAC,26,24,6400,10.69
84,Kerryon Johnson,DET,RB,4,DAL,4,14,5700,10.47
87,Jay Ajayi,PHI,RB,4,TEN,6,3,6600,10.27
97,Dion Lewis,TEN,RB,4,PHI,13,1,5700,9.82
101,Phillip Lindsay,DEN,RB,4,KC,31,31,6100,9.64
113,Isaiah Crowell,NYJ,RB,4,JAX,1,9,6400,9.13
119,Javorius Allen,BAL,RB,4,PIT,30,5,5400,8.78
122,Royce Freeman,DEN,RB,4,KC,31,31,6000,8.73
127,Bilal Powell,NYJ,RB,4,JAX,1,9,5900,8.62
131,Austin Ekeler,LAC,RB,4,SF,28,14,6200,8.44
137,Jordan Wilkins,IND,RB,4,HOU,17,19,5300,8.27
143,Jamaal Williams,GB,RB,4,BUF,20,28,5400,8.11
148,Derrick Henry,TEN,RB,4,PHI,13,1,6000,7.98
149,Peyton Barber,TB,RB,4,CHI,9,2,6000,7.88
167,Alfred Morris,SF,RB,4,LAC,26,24,5800,7.34
171,Nyheim Hines,IND,RB,4,HOU,17,19,5000,7.21
177,Theo Riddick,DET,RB,4,DAL,4,14,5400,7
179,Aaron Jones,GB,RB,4,BUF,20,28,5500,6.99
189,TJ Yeldon,JAX,RB,4,NYJ,5,17,6000,6.73
195,Duke Johnson,CLE,RB,4,OAK,21,13,4800,6.42
196,Tarik Cohen,CHI,RB,4,TB,29,27,5600,6.4
206,Rashaad Penny,SEA,RB,4,ARI,18,32,5700,6.17
212,Jalen Richard,OAK,RB,4,CLE,7,26,4600,5.92
214,Ty Montgomery,GB,RB,4,BUF,20,28,5100,5.87
217,Latavius Murray,MIN,RB,4,LAR,1,11,5600,5.75
221,Frank Gore,MIA,RB,4,NE,24,21,5000,5.64
226,Ito Smith,ATL,RB,4,CIN,23,22,4500,5.41
236,LeGarrette Blount,DET,RB,4,DAL,4,14,5500,4.99
239,Chris Ivory,BUF,RB,4,GB,22,18,5500,4.82
241,Wendell Smallwood,PHI,RB,4,TEN,6,3,5500,4.68
245,Alfred Blue,HOU,RB,4,IND,11,23,5000,4.63
258,Chase Edmonds,ARI,RB,4,SEA,15,10,5000,4.18
260,Devontae Booker,DEN,RB,4,KC,31,31,4900,4.08
261,Mike Gillislee,NO,RB,4,NYG,12,8,4600,4.04
267,Doug Martin,OAK,RB,4,CLE,7,26,5100,3.82
268,Spencer Ware,KC,RB,4,DEN,19,18,4600,3.79
274,Jacquizz Rodgers,TB,RB,4,CHI,9,2,4500,3.38
275,Wayne Gallman,NYG,RB,4,NO,31,4,4600,3.37
279,Corey Grant,JAX,RB,4,NYJ,5,17,5100,3.26
286,Malcolm Brown,LAR,RB,4,MIN,14,7,5000,3.01
289,Josh Adams,PHI,RB,4,TEN,6,3,null,2.81
294,Mark Walton,CIN,RB,4,ATL,27,29,4500,2.59
297,Nick Chubb,CLE,RB,4,OAK,21,13,4700,2.56
52,Travis Kelce,KC,TE,4,DEN,19,25,7700,13.22
60,Rob Gronkowski,NE,TE,4,MIA,10,15,8100,12.18
71,Zach Ertz,PHI,TE,4,TEN,6,1,7000,11.48
102,Kyle Rudolph,MIN,TE,4,LAR,1,21,6000,9.62
108,Eric Ebron,IND,TE,4,HOU,17,24,5500,9.3
115,Jimmy Graham,GB,TE,4,BUF,20,23,6000,9.05
128,OJ Howard,TB,TE,4,CHI,9,20,5600,8.52
142,Jared Cook,OAK,TE,4,CLE,7,3,5400,8.12
150,George Kittle,SF,TE,4,LAC,26,2,5700,7.84
155,Tyler Eifert,CIN,TE,4,ATL,27,10,4600,7.66
158,Vance McDonald,PIT,TE,4,BAL,3,3,4600,7.59
165,Trey Burton,CHI,TE,4,TB,29,31,5600,7.38
175,David Njoku,CLE,TE,4,OAK,21,5,5200,7.04
185,Austin Hooper,ATL,TE,4,CIN,23,28,5000,6.78
186,Benjamin Watson,NO,TE,4,NYG,12,8,5200,6.77
213,Will Dissly,SEA,TE,4,ARI,18,22,5300,5.9
214,Jake Butt,DEN,TE,4,KC,31,30,4500,5.87
220,Rhett Ellison,NYG,TE,4,NO,31,9,4100,5.65
227,Charles Clay,BUF,TE,4,GB,22,20,4600,5.4
230,Austin Seferian-Jenkins,JAX,TE,4,NYJ,5,6,4600,5.34
231,Jesse James,PIT,TE,4,BAL,3,3,5200,5.28
233,Ricky Seals-Jones,ARI,TE,4,SEA,15,14,5300,5.13
235,Antonio Gates,LAC,TE,4,SF,28,29,4800,5.08
238,Ryan Griffin,HOU,TE,4,IND,11,26,4500,4.89
247,Mike Gesicki,MIA,TE,4,NE,24,12,4400,4.48
248,Cameron Brate,TB,TE,4,CHI,9,20,4500,4.47
249,Nick Boyle,BAL,TE,4,PIT,30,32,4400,4.38
255,Dallas Goedert,PHI,TE,4,TEN,6,1,4600,4.26
259,Geoff Swaim,DAL,TE,4,DET,16,11,4000,4.15
263,Jeff Heuerman,DEN,TE,4,KC,31,30,4400,3.92
263,Jonnu Smith,TEN,TE,4,PHI,13,17,4200,3.92
266,Mark Andrews,BAL,TE,4,PIT,30,32,4000,3.83
278,Tyler Higbee,LAR,TE,4,MIN,14,23,4200,3.28
280,Tyler Kroft,CIN,TE,4,ATL,27,10,4500,3.24
280,Nick Vannett,SEA,TE,4,ARI,18,22,4300,3.24
282,Garrett Celek,SF,TE,4,LAC,26,2,4500,3.15
288,Virgil Green,LAC,TE,4,SF,28,29,4300,2.9
290,Maxx Williams,BAL,TE,4,PIT,30,32,4300,2.78
291,Eric Tomlinson,NYJ,TE,4,JAX,1,4,4000,2.69
293,Erik Swoope,IND,TE,4,HOU,17,24,null,2.6
294,Jordan Akins,HOU,TE,4,IND,11,26,4000,2.59
294,Luke Stocker,TEN,TE,4,PHI,13,17,4000,2.59
298,CJ Uzomah,CIN,TE,4,ATL,27,10,4700,2.55
299,Luke Willson,DET,TE,4,DAL,4,16,4500,2.53
299,Matt LaCosse,DEN,TE,4,KC,31,30,4000,2.53
20,Odell Beckham Jr,NYG,WR,4,NO,31,32,8600,17.24
28,Michael Thomas,NO,WR,4,NYG,12,9,9000,16.51
29,Antonio Brown,PIT,WR,4,BAL,3,13,8800,16.46
34,DeAndre Hopkins,HOU,WR,4,IND,11,1,8600,15.51
37,Julio Jones,ATL,WR,4,CIN,23,9,8600,15.13
38,AJ Green,CIN,WR,4,ATL,27,21,8500,14.67
38,Keenan Allen,LAC,WR,4,SF,28,27,8100,14.67
45,Davante Adams,GB,WR,4,BUF,20,15,8000,13.86
46,Adam Thielen,MIN,WR,4,LAR,1,1,8300,13.74
47,Tyreek Hill,KC,WR,4,DEN,19,14,7800,13.62
48,Mike Evans,TB,WR,4,CHI,9,20,7900,13.56
49,Jarvis Landry,CLE,WR,4,OAK,21,29,7000,13.53
53,T.Y. Hilton,IND,WR,4,HOU,17,8,7300,13.15
54,JuJu Smith-Schuster,PIT,WR,4,BAL,3,13,7800,13.11
57,Emmanuel Sanders,DEN,WR,4,KC,31,22,6700,12.63
58,Stefon Diggs,MIN,WR,4,LAR,1,1,8000,12.48
62,Will Fuller,HOU,WR,4,IND,11,1,7600,12.08
64,Brandin Cooks,LAR,WR,4,MIN,14,5,7700,12.06
65,Demaryius Thomas,DEN,WR,4,KC,31,22,6500,11.94
67,Golden Tate,DET,WR,4,DAL,4,2,6800,11.69
68,Allen Robinson,CHI,WR,4,TB,29,28,6500,11.65
69,Sterling Shepard,NYG,WR,4,NO,31,32,6200,11.59
73,Robert Woods,LAR,WR,4,MIN,14,5,7000,11.26
74,Kenny Golladay,DET,WR,4,DAL,4,2,5800,11.01
77,Cooper Kupp,LAR,WR,4,MIN,14,5,6300,10.95
78,Amari Cooper,OAK,WR,4,CLE,7,11,6600,10.92
81,Michael Crabtree,BAL,WR,4,PIT,30,31,6400,10.71
83,Keelan Cole,JAX,WR,4,NYJ,5,14,6200,10.51
85,John Brown,BAL,WR,4,PIT,30,31,6200,10.45
86,Marvin Jones,DET,WR,4,DAL,4,2,6500,10.28
88,Kenny Stills,MIA,WR,4,NE,24,26,6400,10.25
89,Calvin Ridley,ATL,WR,4,CIN,23,9,6300,10.18
91,Nelson Agholor,PHI,WR,4,TEN,6,19,6300,10.15
92,Corey Davis,TEN,WR,4,PHI,13,22,5400,10.04
93,Tyler Boyd,CIN,WR,4,ATL,27,21,5800,9.97
94,Sammy Watkins,KC,WR,4,DEN,19,14,6400,9.95
94,Doug Baldwin,SEA,WR,4,ARI,18,4,7200,9.95
96,Chris Hogan,NE,WR,4,MIA,10,7,6700,9.91
98,Geronimo Allison,GB,WR,4,BUF,20,15,5900,9.71
100,Quincy Enunwa,NYJ,WR,4,JAX,1,3,6100,9.68
109,Larry Fitzgerald,ARI,WR,4,SEA,15,18,6400,9.26
110,Mike Williams,LAC,WR,4,SF,28,27,6300,9.23
111,Tyler Lockett,SEA,WR,4,ARI,18,4,6800,9.21
122,Ted Ginn,NO,WR,4,NYG,12,9,6400,8.73
125,DeSean Jackson,TB,WR,4,CHI,9,20,6500,8.68
129,Alshon Jeffery,PHI,WR,4,TEN,6,19,6500,8.47
133,Jordy Nelson,OAK,WR,4,CLE,7,11,5900,8.38
135,Danny Amendola,MIA,WR,4,NE,24,26,4600,8.35
136,Chris Godwin,TB,WR,4,CHI,9,20,6200,8.3
147,Marquise Goodwin,SF,WR,4,LAC,26,31,5500,7.99
152,Antonio Callaway,CLE,WR,4,OAK,21,29,4500,7.79
155,Kelvin Benjamin,BUF,WR,4,GB,22,25,5200,7.66
157,Christian Kirk,ARI,WR,4,SEA,15,18,5400,7.64
162,Taylor Gabriel,CHI,WR,4,TB,29,28,5000,7.49
168,Josh Gordon,NE,WR,4,MIA,10,7,6500,7.32
171,Mohamed Sanu,ATL,WR,4,CIN,23,9,5300,7.21
173,Albert Wilson,MIA,WR,4,NE,24,26,5000,7.16
174,Tyrell Williams,LAC,WR,4,SF,28,27,5400,7.05
176,Willie Snead,BAL,WR,4,PIT,30,31,5300,7.03
180,Dede Westbrook,JAX,WR,4,NYJ,5,14,5200,6.88
187,Ryan Grant,IND,WR,4,HOU,17,8,5100,6.75
188,Brandon Marshall,SEA,WR,4,ARI,18,4,5500,6.74
191,Pierre Garcon,SF,WR,4,LAC,26,31,5100,6.63
201,Taywan Taylor,TEN,WR,4,PHI,13,22,4500,6.31
202,Cole Beasley,DAL,WR,4,DET,16,5,5600,6.3
204,Donte Moncrief,JAX,WR,4,NYJ,5,14,5000,6.19
204,Courtland Sutton,DEN,WR,4,KC,31,22,4700,6.19
209,Robby Anderson,NYJ,WR,4,JAX,1,3,5400,6.05
216,Martavis Bryant,OAK,WR,4,CLE,7,11,5200,5.8
218,Jakeem Grant,MIA,WR,4,NE,24,26,5100,5.74
223,Phillip Dorsett,NE,WR,4,MIA,10,7,5400,5.49
224,Allen Hurns,DAL,WR,4,DET,16,5,5400,5.48
229,Rashard Higgins,CLE,WR,4,OAK,21,29,4500,5.35
233,John Ross,CIN,WR,4,ATL,27,21,4700,5.13
237,James Washington,PIT,WR,4,BAL,3,13,5100,4.98
240,Terrelle Pryor,NYJ,WR,4,JAX,1,3,5100,4.8
242,Cameron Meredith,NO,WR,4,NYG,12,9,4900,4.67
243,Laquon Treadwell,MIN,WR,4,LAR,1,1,4600,4.66
244,Tajae Sharpe,TEN,WR,4,PHI,13,22,4500,4.65
246,Tavon Austin,DAL,WR,4,DET,16,5,5400,4.53
249,Jermaine Kearse,NYJ,WR,4,JAX,1,3,5000,4.38
251,Chester Rogers,IND,WR,4,HOU,17,8,4900,4.36
252,Jaron Brown,SEA,WR,4,ARI,18,4,4500,4.34
253,Adam Humphries,TB,WR,4,CHI,9,20,4600,4.32
254,Zay Jones,BUF,WR,4,GB,22,25,4700,4.27
255,Travis Benjamin,LAC,WR,4,SF,28,27,4800,4.26
257,Marquez Valdes-Scantling,GB,WR,4,BUF,20,15,4500,4.22
262,Jordan Matthews,PHI,WR,4,TEN,6,19,4800,3.97
265,Trent Taylor,SF,WR,4,LAC,26,31,4500,3.88
268,Deonte Thompson,DAL,WR,4,DET,16,5,4700,3.79
270,Michael Gallup,DAL,WR,4,DET,16,5,4600,3.76
271,Andre Holmes,BUF,WR,4,GB,22,25,4500,3.66
272,Keke Coutee,HOU,WR,4,IND,11,1,4500,3.48
273,Chris Conley,KC,WR,4,DEN,19,14,4500,3.47
277,Chad Williams,ARI,WR,4,SEA,15,18,4500,3.34
283,Dante Pettis,SF,WR,4,LAC,26,31,4600,3.12
283,Seth Roberts,OAK,WR,4,CLE,7,11,4800,3.12
285,Cordarrelle Patterson,NE,WR,4,MIA,10,7,4600,3.07
287,Josh Bellamy,CHI,WR,4,TB,29,28,4500,2.96
292,Russell Shepard,NYG,WR,4,NO,31,32,4500,2.63
