Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
89,Dan Bailey,MIN,K,9,DET,24,17,4750,9.41
91,Justin Tucker,BAL,K,9,PIT,25,8,4700,9.36
102,Brandon McManus,DEN,K,9,HOU,9,21,4650,9.01
103,Dustin Hopkins,WAS,K,9,ATL,30,12,4600,8.96
110,Chandler Catanzaro,TB,K,9,CAR,14,4,4550,8.71
110,Mason Crosby,GB,K,9,NE,21,24,4500,8.71
114,Sebastian Janikowski,SEA,K,9,LAC,15,9,4450,8.61
115,Matt Prater,DET,K,9,MIN,11,30,4400,8.56
117,Chris Boswell,PIT,K,9,BAL,1,3,4350,8.51
121,Ka'imi Fairbairn,HOU,K,9,DEN,19,22,4300,8.41
123,Brett Maher,DAL,K,9,TEN,5,12,4250,8.31
123,Daniel Carlson,OAK,K,9,SF,27,24,4200,8.31
127,Robbie Gould,SF,K,9,OAK,29,27,4150,8.21
131,Giorgio Tavecchio,ATL,K,9,WAS,6,1,4100,8.14
132,Jason Myers,NYJ,K,9,MIA,26,26,4050,8.11
136,Cody Parkey,CHI,K,9,BUF,10,27,4000,7.89
138,Jason Sanders,MIA,K,9,NYJ,20,18,3950,7.84
139,Ryan Succop,TEN,K,9,DAL,1,8,3900,7.81
154,Caleb Sturgis,LAC,K,9,SEA,3,9,3850,7
160,Greg Joseph,CLE,K,9,KC,28,16,3800,6.8
166,Steven Hauschka,BUF,K,9,CHI,8,4,3750,6.69
1,Cam Newton,CAR,QB,9,TB,32,32,8600,24.33
2,Patrick Mahomes,KC,QB,9,CLE,23,8,9500,22.55
4,Aaron Rodgers,GB,QB,9,NE,21,25,8600,21.73
5,Tom Brady,NE,QB,9,GB,16,19,8600,21.58
6,Jared Goff,LAR,QB,9,NO,27,30,8400,20.71
7,Kirk Cousins,MIN,QB,9,DET,24,22,8300,20.48
8,Ryan Fitzpatrick,TB,QB,9,CAR,14,16,7100,19.85
9,Drew Brees,NO,QB,9,LAR,7,3,8400,19.75
10,Matt Ryan,ATL,QB,9,WAS,6,17,8200,19.26
11,Deshaun Watson,HOU,QB,9,DEN,19,11,7900,19
14,Russell Wilson,SEA,QB,9,LAC,15,18,7700,18.35
16,Mitch Trubisky,CHI,QB,9,BUF,10,4,7800,18.23
17,Philip Rivers,LAC,QB,9,SEA,3,1,8000,17.72
18,Ben Roethlisberger,PIT,QB,9,BAL,1,5,7800,17.66
19,Derek Carr,OAK,QB,9,SF,27,27,6900,17.65
20,Joe Flacco,BAL,QB,9,PIT,25,28,7500,17.29
21,Matthew Stafford,DET,QB,9,MIN,11,15,7300,17.28
22,Dak Prescott,DAL,QB,9,TEN,5,7,7000,17.08
23,Alex Smith,WAS,QB,9,ATL,30,31,7500,17.06
24,Baker Mayfield,CLE,QB,9,KC,28,27,7400,16.99
26,Case Keenum,DEN,QB,9,HOU,9,7,6800,16.63
36,Marcus Mariota,TEN,QB,9,DAL,1,8,6800,15
37,Sam Darnold,NYJ,QB,9,MIA,26,14,6700,14.9
38,Brock Osweiler,MIA,QB,9,NYJ,20,20,6700,14.78
73,Nick Mullens,SF,QB,9,OAK,29,24,6000,10.36
129,Nathan Peterman,BUF,QB,9,CHI,8,12,5900,8.19
262,Taysom Hill,NO,QB,9,LAR,7,3,6100,2.41
275,Lamar Jackson,BAL,QB,9,PIT,25,28,6200,1.97
293,Jameis Winston,TB,QB,9,CAR,14,16,7100,1.43
295,CJ Beathard,SF,QB,9,OAK,29,24,7300,1.28
3,Todd Gurley,LAR,RB,9,NO,27,5,11200,22.03
12,Alvin Kamara,NO,RB,9,LAR,7,9,8000,18.57
15,Kareem Hunt,KC,RB,9,CLE,23,27,8500,18.25
25,Christian McCaffrey,CAR,RB,9,TB,32,23,7900,16.76
28,Ezekiel Elliott,DAL,RB,9,TEN,5,5,8400,16.45
29,James Conner,PIT,RB,9,BAL,1,1,8000,16.44
30,Melvin Gordon,LAC,RB,9,SEA,3,12,8600,16.39
31,James White,NE,RB,9,GB,16,18,7800,16.26
41,Adrian Peterson,WAS,RB,9,ATL,30,25,7500,14.01
43,Phillip Lindsay,DEN,RB,9,HOU,9,14,6700,13.06
46,Nick Chubb,CLE,RB,9,KC,28,31,6600,12.72
50,Lamar Miller,HOU,RB,9,DEN,19,24,6500,12.12
52,Tarik Cohen,CHI,RB,9,BUF,10,22,7200,11.89
54,Mark Ingram,NO,RB,9,LAR,7,9,7400,11.75
57,Latavius Murray,MIN,RB,9,DET,24,28,6700,11.42
58,Chris Carson,SEA,RB,9,LAC,15,16,6500,11.41
58,Kerryon Johnson,DET,RB,9,MIN,11,13,6400,11.41
60,Kenyan Drake,MIA,RB,9,NYJ,20,20,6900,11.37
63,Aaron Jones,GB,RB,9,NE,21,17,5800,11.08
64,Tevin Coleman,ATL,RB,9,WAS,6,7,6600,11.05
72,Jordan Howard,CHI,RB,9,BUF,10,22,6200,10.39
79,Isaiah Crowell,NYJ,RB,9,MIA,26,30,5700,10.06
81,Matt Breida,SF,RB,9,OAK,29,30,5900,9.88
82,Doug Martin,OAK,RB,9,SF,27,21,6000,9.86
86,Dion Lewis,TEN,RB,9,DAL,1,8,5800,9.6
87,Alex Collins,BAL,RB,9,PIT,25,4,6200,9.59
90,LeSean McCoy,BUF,RB,9,CHI,8,3,6200,9.38
101,Peyton Barber,TB,RB,9,CAR,14,11,5800,9.09
107,Jalen Richard,OAK,RB,9,SF,27,21,5700,8.78
109,Austin Ekeler,LAC,RB,9,SEA,3,12,6300,8.73
141,Ito Smith,ATL,RB,9,WAS,6,7,5600,7.72
143,Duke Johnson,CLE,RB,9,KC,28,31,5200,7.6
146,Devontae Booker,DEN,RB,9,HOU,9,14,4900,7.49
151,Derrick Henry,TEN,RB,9,DAL,1,8,5500,7.11
159,Frank Gore,MIA,RB,9,NYJ,20,20,5400,6.89
180,Mike Davis,SEA,RB,9,LAC,15,16,5100,6.07
184,Theo Riddick,DET,RB,9,MIN,11,13,5200,5.93
186,Javorius Allen,BAL,RB,9,PIT,25,4,5400,5.88
188,Dalvin Cook,MIN,RB,9,DET,24,28,6300,5.67
190,Jamaal Williams,GB,RB,9,NE,21,17,4900,5.64
192,Elijah McGuire,NYJ,RB,9,MIA,26,30,4900,5.61
196,Kapri Bibbs,WAS,RB,9,ATL,30,25,4600,5.52
205,Chris Ivory,BUF,RB,9,CHI,8,3,5500,4.82
212,Alfred Morris,SF,RB,9,OAK,29,30,5400,4.4
212,Alfred Blue,HOU,RB,9,DEN,19,24,5100,4.4
215,LeGarrette Blount,DET,RB,9,MIN,11,13,5300,4.39
228,Raheem Mostert,SF,RB,9,OAK,29,30,5600,3.8
230,Trenton Cannon,NYJ,RB,9,MIA,26,30,5000,3.71
236,Spencer Ware,KC,RB,9,CLE,23,27,4600,3.31
240,Jacquizz Rodgers,TB,RB,9,CAR,14,11,4500,3.13
250,Rashaad Penny,SEA,RB,9,LAC,15,16,4800,2.71
251,Tyler Ervin,HOU,RB,9,DEN,19,24,4500,2.7
254,Malcolm Brown,LAR,RB,9,NO,27,5,5000,2.62
258,CJ Anderson,CAR,RB,9,TB,32,23,4700,2.49
265,Kenjon Barner,NE,RB,9,GB,16,18,5500,2.25
276,D'Onta Foreman,HOU,RB,9,DEN,19,24,null,1.91
287,Rod Smith,DAL,RB,9,TEN,5,5,5000,1.69
291,Stevan Ridley,PIT,RB,9,BAL,1,1,4500,1.54
297,Marcus Murphy,BUF,RB,9,CHI,8,3,5400,1.22
299,Deandre Washington,OAK,RB,9,SF,27,21,4500,1.18
44,Travis Kelce,KC,TE,9,CLE,23,12,7600,13.04
70,George Kittle,SF,TE,9,OAK,29,26,6800,10.52
88,Jared Cook,OAK,TE,9,SF,27,19,5900,9.49
99,OJ Howard,TB,TE,9,CAR,14,32,6000,9.11
100,Greg Olsen,CAR,TE,9,TB,32,31,6200,9.1
103,Jimmy Graham,GB,TE,9,NE,21,26,6400,8.96
113,Kyle Rudolph,MIN,TE,9,DET,24,24,5700,8.63
117,Trey Burton,CHI,TE,9,BUF,10,11,6100,8.51
126,Jordan Reed,WAS,TE,9,ATL,30,19,5600,8.29
135,David Njoku,CLE,TE,9,KC,28,27,5200,7.92
150,Austin Hooper,ATL,TE,9,WAS,6,13,5900,7.14
157,Vance McDonald,PIT,TE,9,BAL,1,17,5300,6.93
193,Benjamin Watson,NO,TE,9,LAR,7,18,5400,5.57
194,Chris Herndon IV,NYJ,TE,9,MIA,26,21,5400,5.54
204,Cameron Brate,TB,TE,9,CAR,14,32,4400,4.96
210,Nick Vannett,SEA,TE,9,LAC,15,15,4600,4.42
210,Jesse James,PIT,TE,9,BAL,1,17,4800,4.42
217,Jeff Heuerman,DEN,TE,9,HOU,9,14,4600,4.33
217,Charles Clay,BUF,TE,9,CHI,8,20,4500,4.33
222,Vernon Davis,WAS,TE,9,ATL,30,19,4600,4.26
223,Mark Andrews,BAL,TE,9,PIT,25,28,4600,4.24
225,Ed Dickson,SEA,TE,9,LAC,15,15,4700,4.09
226,Antonio Gates,LAC,TE,9,SEA,3,2,4500,3.97
231,Ryan Griffin,HOU,TE,9,DEN,19,25,4300,3.65
232,Hayden Hurst,BAL,TE,9,PIT,25,28,4300,3.58
234,Mike Gesicki,MIA,TE,9,NYJ,20,8,4400,3.39
242,Michael Roberts,DET,TE,9,MIN,11,23,5000,2.99
245,Gerald Everett,LAR,TE,9,NO,27,3,4500,2.88
248,Jordan Thomas,HOU,TE,9,DEN,19,25,4800,2.74
249,Luke Willson,DET,TE,9,MIN,11,23,4400,2.72
253,Nick O'Leary,MIA,TE,9,NYJ,20,8,4500,2.67
255,Blake Jarwin,DAL,TE,9,TEN,5,1,4000,2.6
257,Josh Hill,NO,TE,9,LAR,7,18,4300,2.51
259,Nick Boyle,BAL,TE,9,PIT,25,28,4000,2.47
260,Jonnu Smith,TEN,TE,9,DAL,1,7,4200,2.42
263,Demetrius Harris,KC,TE,9,CLE,23,12,4000,2.38
264,Virgil Green,LAC,TE,9,SEA,3,2,4300,2.31
266,Tyler Higbee,LAR,TE,9,NO,27,3,4200,2.2
268,Darren Fells,CLE,TE,9,KC,28,27,4100,2.11
270,Luke Stocker,TEN,TE,9,DAL,1,7,4400,2.08
271,Jason Croom,BUF,TE,9,CHI,8,20,4000,2.06
271,Rico Gathers,DAL,TE,9,TEN,5,1,4500,2.06
273,Lance Kendricks,GB,TE,9,NE,21,26,4300,1.99
278,Seth DeValve,CLE,TE,9,KC,28,27,4300,1.88
279,Garrett Celek,SF,TE,9,OAK,29,26,4500,1.83
279,Dalton Schultz,DAL,TE,9,TEN,5,1,4000,1.83
281,Jordan Akins,HOU,TE,9,DEN,19,25,4000,1.82
282,Jordan Leggett,NYJ,TE,9,MIA,26,21,4000,1.8
284,Matt LaCosse,DEN,TE,9,HOU,9,14,4200,1.78
289,Levine Toilolo,DET,TE,9,MIN,11,23,4000,1.65
294,Dwayne Allen,NE,TE,9,GB,16,5,4200,1.36
298,Adam Shaheen,CHI,TE,9,BUF,10,11,null,1.2
13,Adam Thielen,MIN,WR,9,DET,24,12,8900,18.44
27,Davante Adams,GB,WR,9,NE,21,11,8600,16.46
32,Antonio Brown,PIT,WR,9,BAL,1,6,8800,16.07
33,Julio Jones,ATL,WR,9,WAS,6,19,8500,15.42
34,Michael Thomas,NO,WR,9,LAR,7,18,8600,15.38
35,DeAndre Hopkins,HOU,WR,9,DEN,19,13,8600,15.32
39,Tyreek Hill,KC,WR,9,CLE,23,24,7800,14.22
40,Robert Woods,LAR,WR,9,NO,27,32,7600,14.13
42,Mike Evans,TB,WR,9,CAR,14,9,7900,13.51
45,Emmanuel Sanders,DEN,WR,9,HOU,9,8,7100,12.88
47,Cooper Kupp,LAR,WR,9,NO,27,32,6800,12.51
48,Keenan Allen,LAC,WR,9,SEA,3,14,7400,12.4
49,Brandin Cooks,LAR,WR,9,NO,27,32,7500,12.28
51,JuJu Smith-Schuster,PIT,WR,9,BAL,1,6,7200,11.93
53,Jarvis Landry,CLE,WR,9,KC,28,15,6600,11.85
55,Devin Funchess,CAR,WR,9,TB,32,30,6400,11.48
56,Julian Edelman,NE,WR,9,GB,16,23,7300,11.46
61,Josh Gordon,NE,WR,9,GB,16,23,6900,11.32
62,Marvin Jones,DET,WR,9,MIN,11,3,6500,11.28
65,Kenny Golladay,DET,WR,9,MIN,11,3,6200,10.95
66,Sammy Watkins,KC,WR,9,CLE,23,24,6700,10.67
67,John Brown,BAL,WR,9,PIT,25,29,6400,10.65
69,Michael Crabtree,BAL,WR,9,PIT,25,29,6300,10.55
75,Courtland Sutton,DEN,WR,9,HOU,9,8,5500,10.31
78,Tyler Lockett,SEA,WR,9,LAC,15,16,6700,10.1
83,Doug Baldwin,SEA,WR,9,LAC,15,16,5700,9.8
84,DeSean Jackson,TB,WR,9,CAR,14,9,6600,9.78
85,Calvin Ridley,ATL,WR,9,WAS,6,19,6500,9.77
92,Tre'Quan Smith,NO,WR,9,LAR,7,18,5100,9.28
92,Randall Cobb,GB,WR,9,NE,21,11,6100,9.28
94,Devante Parker,MIA,WR,9,NYJ,20,26,5800,9.23
94,Corey Davis,TEN,WR,9,DAL,1,2,5800,9.23
96,Jordy Nelson,OAK,WR,9,SF,27,25,5300,9.18
96,D.J. Moore,CAR,WR,9,TB,32,30,5300,9.18
98,Chris Godwin,TB,WR,9,CAR,14,9,5900,9.17
105,Tyrell Williams,LAC,WR,9,SEA,3,14,6200,8.94
106,Danny Amendola,MIA,WR,9,NYJ,20,26,5400,8.86
108,Marquise Goodwin,SF,WR,9,OAK,29,24,5200,8.76
112,Marquez Valdes-Scantling,GB,WR,9,NE,21,11,4700,8.68
116,Taylor Gabriel,CHI,WR,9,BUF,10,4,5800,8.53
120,Mohamed Sanu,ATL,WR,9,WAS,6,19,5800,8.42
128,Amari Cooper,DAL,WR,9,TEN,5,22,6400,8.2
129,Demaryius Thomas,HOU,WR,9,DEN,19,13,5800,8.19
133,David Moore,SEA,WR,9,LAC,15,16,5800,7.95
134,Chris Hogan,NE,WR,9,GB,16,23,5800,7.94
137,Willie Snead,BAL,WR,9,PIT,25,29,5300,7.86
139,Cole Beasley,DAL,WR,9,TEN,5,22,6000,7.81
142,Paul Richardson,WAS,WR,9,ATL,30,31,5500,7.65
144,Mike Williams,LAC,WR,9,SEA,3,14,5400,7.58
147,Josh Doctson,WAS,WR,9,ATL,30,31,4900,7.48
149,Anthony Miller,CHI,WR,9,BUF,10,4,5400,7.25
153,Seth Roberts,OAK,WR,9,SF,27,25,5600,7.08
163,Jermaine Kearse,NYJ,WR,9,MIA,26,17,4600,6.79
164,Quincy Enunwa,NYJ,WR,9,MIA,26,17,5100,6.72
165,Kenny Stills,MIA,WR,9,NYJ,20,26,5500,6.7
167,Jakeem Grant,MIA,WR,9,NYJ,20,26,4700,6.61
171,Laquon Treadwell,MIN,WR,9,DET,24,12,4700,6.46
175,Antonio Callaway,CLE,WR,9,KC,28,15,4900,6.24
176,Michael Gallup,DAL,WR,9,TEN,5,22,5000,6.22
178,Pierre Garcon,SF,WR,9,OAK,29,24,5300,6.14
179,Tajae Sharpe,TEN,WR,9,DAL,1,2,5300,6.1
181,Adam Humphries,TB,WR,9,CAR,14,9,5200,6.04
182,Brandon LaFell,OAK,WR,9,SF,27,25,4600,6.03
185,Zay Jones,BUF,WR,9,CHI,8,22,4600,5.9
187,Kelvin Benjamin,BUF,WR,9,CHI,8,22,5000,5.72
188,Curtis Samuel,CAR,WR,9,TB,32,30,4600,5.67
190,Deontay Burnett,NYJ,WR,9,MIA,26,17,4900,5.64
195,Rashard Higgins,CLE,WR,9,KC,28,15,4600,5.53
199,Taywan Taylor,TEN,WR,9,DAL,1,2,4600,5.11
201,Aldrick Robinson,MIN,WR,9,DET,24,12,4600,5.03
202,Martavis Bryant,OAK,WR,9,SF,27,25,5300,5.02
206,Robby Anderson,NYJ,WR,9,MIA,26,17,5200,4.81
208,Cordarrelle Patterson,NE,WR,9,GB,16,23,4700,4.51
212,Kendrick Bourne,SF,WR,9,OAK,29,24,4500,4.4
216,Terrelle Pryor,BUF,WR,9,CHI,8,22,4800,4.37
217,Allen Hurns,DAL,WR,9,TEN,5,22,4700,4.33
220,Chris Conley,KC,WR,9,CLE,23,24,4500,4.31
221,Maurice Harris,WAS,WR,9,ATL,30,31,4700,4.28
224,TJ Jones,DET,WR,9,MIN,11,3,4500,4.13
229,Jarius Wright,CAR,WR,9,TB,32,30,4600,3.73
233,Rishard Matthews,NYJ,WR,9,MIA,26,17,null,3.53
235,Brandon Powell,DET,WR,9,MIN,11,3,4500,3.33
236,Travis Benjamin,LAC,WR,9,SEA,3,14,4600,3.31
238,Damion Ratley,CLE,WR,9,KC,28,15,4600,3.3
239,Tim Patrick,DEN,WR,9,HOU,9,8,4500,3.28
241,Vyncint Smith,HOU,WR,9,DEN,19,13,4500,3.08
243,Ryan Switzer,PIT,WR,9,BAL,1,6,4500,2.93
244,Josh Bellamy,CHI,WR,9,BUF,10,4,4500,2.89
246,Cameron Meredith,NO,WR,9,LAR,7,18,4900,2.85
247,Josh Reynolds,LAR,WR,9,NO,27,32,5600,2.82
251,Dante Pettis,SF,WR,9,OAK,29,24,4600,2.7
256,Equanimeous St. Brown,GB,WR,9,NE,21,11,4500,2.55
260,Chris Moore,BAL,WR,9,PIT,25,29,4500,2.42
267,Michael Floyd,WAS,WR,9,ATL,30,31,4500,2.19
269,Demarcus Robinson,KC,WR,9,CLE,23,24,4600,2.1
274,Justin Hardy,ATL,WR,9,WAS,6,19,4600,1.98
277,Phillip Dorsett,NE,WR,9,GB,16,23,4800,1.89
282,Austin Carr,NO,WR,9,LAR,7,18,4500,1.8
285,Jaron Brown,SEA,WR,9,LAC,15,16,4500,1.77
286,Jordan Taylor,DEN,WR,9,HOU,9,8,null,1.74
288,Sammie Coates,HOU,WR,9,DEN,19,13,4500,1.67
290,Deonte Thompson,DAL,WR,9,TEN,5,22,4600,1.56
291,Andre Holmes,BUF,WR,9,CHI,8,22,4500,1.54
295,Breshad Perriman,CLE,WR,9,KC,28,15,4500,1.28
300,Marvin Hall,ATL,WR,9,WAS,6,19,4500,1.15
