Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
182,Frank Gore,MIA,RB,6,CHI,3,1,5300,7.01
198,Duke Johnson,CLE,RB,6,LAC,19,12,4800,6.48
205,Jamaal Williams,GB,RB,6,SF,23,22,5300,6.2
207,Jalen Richard,OAK,RB,6,SEA,10,16,5000,6.16
213,Alfred Blue,HOU,RB,6,BUF,11,22,5600,5.83
214,Ty Montgomery,GB,RB,6,SF,23,22,5000,5.7
223,Ronald Jones II,TB,RB,6,ATL,30,29,5600,5.41
228,Chris Ivory,BUF,RB,6,HOU,20,14,5300,5.18
233,Matt Breida,SF,RB,6,GB,8,13,6200,5.11
255,Devontae Booker,DEN,RB,6,LAR,8,10,4900,4.34
260,Kapri Bibbs,WAS,RB,6,CAR,18,15,4500,4.25
262,CJ Anderson,CAR,RB,6,WAS,6,17,4700,4.02
263,Jordan Wilkins,IND,RB,6,NYJ,13,18,4900,3.98
269,Jamaal Charles,JAX,RB,6,DAL,5,8,null,3.68
274,Spencer Ware,KC,RB,6,NE,16,11,4600,3.43
275,Nick Chubb,CLE,RB,6,LAC,19,12,4900,3.29
283,Doug Martin,OAK,RB,6,SEA,10,16,5100,3.01
286,Wayne Gallman,NYG,RB,6,PHI,12,2,4600,2.97
288,Raheem Mostert,SF,RB,6,GB,8,13,4900,2.92
291,Malcolm Brown,LAR,RB,6,DEN,26,25,5000,2.88
295,Mark Walton,CIN,RB,6,PIT,29,4,4700,2.78
296,Jacquizz Rodgers,TB,RB,6,ATL,30,29,4500,2.75
299,Josh Adams,PHI,RB,6,NYG,11,19,null,2.66
50,Travis Kelce,KC,TE,6,NE,16,27,7700,13.32
58,Zach Ertz,PHI,TE,6,NYG,11,4,7500,12.32
65,Rob Gronkowski,NE,TE,6,KC,31,30,7900,11.93
88,Eric Ebron,IND,TE,6,NYJ,13,3,6500,9.91
94,Jared Cook,OAK,TE,6,SEA,10,6,6400,9.55
96,Jordan Reed,WAS,TE,6,CAR,18,23,6200,9.52
106,George Kittle,SF,TE,6,GB,8,10,6400,9.21
111,Jimmy Graham,GB,TE,6,SF,23,25,6400,9.13
130,Kyle Rudolph,MIN,TE,6,ARI,15,14,6200,8.47
140,David Njoku,CLE,TE,6,LAC,19,8,5500,8.23
153,Trey Burton,CHI,TE,6,MIA,12,5,5800,7.87
154,Austin Hooper,ATL,TE,6,TB,32,32,5600,7.81
190,CJ Uzomah,CIN,TE,6,PIT,29,31,5100,6.8
191,Greg Olsen,CAR,TE,6,WAS,6,15,5900,6.71
194,Vance McDonald,PIT,TE,6,CIN,24,24,4600,6.51
200,Cameron Brate,TB,TE,6,ATL,30,7,4500,6.43
216,Geoff Swaim,DAL,TE,6,JAX,1,9,4400,5.64
222,OJ Howard,TB,TE,6,ATL,30,7,5500,5.42
225,Charles Clay,BUF,TE,6,HOU,20,28,4600,5.3
229,Jeff Heuerman,DEN,TE,6,LAR,8,18,4400,5.16
230,Ricky Seals-Jones,ARI,TE,6,MIN,25,26,5000,5.15
231,Niles Paul,JAX,TE,6,DAL,5,12,4800,5.13
234,Ryan Griffin,HOU,TE,6,BUF,11,17,4500,5.05
242,Antonio Gates,LAC,TE,6,CLE,14,19,5000,4.83
247,Hayden Hurst,BAL,TE,6,TEN,4,1,4500,4.71
253,Scott Simonson,NYG,TE,6,PHI,12,5,4000,4.37
259,Dallas Goedert,PHI,TE,6,NYG,11,4,4600,4.26
266,Vernon Davis,WAS,TE,6,CAR,18,23,4500,3.81
268,Erik Swoope,IND,TE,6,NYJ,13,3,4700,3.71
271,Jesse James,PIT,TE,6,CIN,24,24,5200,3.6
272,Mike Gesicki,MIA,TE,6,CHI,3,22,4400,3.57
279,Jonnu Smith,TEN,TE,6,BAL,2,10,4200,3.16
280,Mark Andrews,BAL,TE,6,TEN,4,1,4000,3.13
282,Tyler Higbee,LAR,TE,6,DEN,26,29,4200,3.03
284,Gerald Everett,LAR,TE,6,DEN,26,29,4500,3
288,James O'Shaughnessy,JAX,TE,6,DAL,5,12,4000,2.92
290,Virgil Green,LAC,TE,6,CLE,14,19,4300,2.91
292,Ian Thomas,CAR,TE,6,WAS,6,15,4400,2.85
292,Nick Boyle,BAL,TE,6,TEN,4,1,4400,2.85
298,Demetrius Harris,KC,TE,6,NE,16,27,4200,2.71
26,Antonio Brown,PIT,WR,6,CIN,24,14,9100,16.43
29,Julio Jones,ATL,WR,6,TB,32,31,8500,16.26
32,Mike Evans,TB,WR,6,ATL,30,29,8000,15.57
33,Odell Beckham Jr,NYG,WR,6,PHI,12,29,8600,15.54
35,Adam Thielen,MIN,WR,6,ARI,15,2,8600,15.16
36,Davante Adams,GB,WR,6,SF,23,18,8400,15.08
38,AJ Green,CIN,WR,6,PIT,29,30,8800,15.02
39,Tyreek Hill,KC,WR,6,NE,16,11,7800,14.88
43,DeAndre Hopkins,HOU,WR,6,BUF,11,3,9000,14.48
50,Stefon Diggs,MIN,WR,6,ARI,15,2,8200,13.32
52,Keenan Allen,LAC,WR,6,CLE,14,20,8100,13.24
53,JuJu Smith-Schuster,PIT,WR,6,CIN,24,14,7800,13.17
55,Jarvis Landry,CLE,WR,6,LAC,19,28,6900,12.87
56,Robert Woods,LAR,WR,6,DEN,26,13,7300,12.54
60,Julian Edelman,NE,WR,6,KC,31,18,6900,12.3
61,Cooper Kupp,LAR,WR,6,DEN,26,13,6800,12.21
62,Brandin Cooks,LAR,WR,6,DEN,26,13,7800,12.1
64,Tyler Boyd,CIN,WR,6,PIT,29,30,6300,11.94
68,Alshon Jeffery,PHI,WR,6,NYG,11,3,6800,11.59
69,Tyler Lockett,SEA,WR,6,OAK,28,27,6600,11.57
70,Doug Baldwin,SEA,WR,6,OAK,28,27,6200,11.55
72,Emmanuel Sanders,DEN,WR,6,LAR,8,17,6700,11.36
73,Calvin Ridley,ATL,WR,6,TB,32,31,6700,11.34
74,Will Fuller,HOU,WR,6,BUF,11,3,7300,10.82
75,DeSean Jackson,TB,WR,6,ATL,30,29,6500,10.81
76,John Brown,BAL,WR,6,TEN,4,10,6300,10.69
77,Corey Davis,TEN,WR,6,BAL,2,15,6300,10.61
80,Sammy Watkins,KC,WR,6,NE,16,11,6400,10.52
82,Sterling Shepard,NYG,WR,6,PHI,12,29,6300,10.32
83,Amari Cooper,OAK,WR,6,SEA,10,22,6400,10.17
86,Devin Funchess,CAR,WR,6,WAS,6,8,6300,10.02
89,Demaryius Thomas,DEN,WR,6,LAR,8,17,6500,9.82
90,Allen Robinson,CHI,WR,6,MIA,12,4,6500,9.71
91,Michael Crabtree,BAL,WR,6,TEN,4,10,6200,9.61
99,Quincy Enunwa,NYJ,WR,6,IND,22,12,5800,9.46
100,Jordy Nelson,OAK,WR,6,SEA,10,22,5600,9.43
101,Keelan Cole,JAX,WR,6,DAL,5,7,5700,9.36
104,Mohamed Sanu,ATL,WR,6,TB,32,31,5800,9.28
109,Chris Godwin,TB,WR,6,ATL,30,29,5900,9.17
112,Dede Westbrook,JAX,WR,6,DAL,5,7,5700,9.12
114,Ryan Grant,IND,WR,6,NYJ,13,25,5500,9.09
116,Nelson Agholor,PHI,WR,6,NYG,11,3,6000,9.04
119,Keke Coutee,HOU,WR,6,BUF,11,3,5700,8.89
123,Donte Moncrief,JAX,WR,6,DAL,5,7,5700,8.8
126,Chester Rogers,IND,WR,6,NYJ,13,25,5700,8.58
129,Josh Gordon,NE,WR,6,KC,31,18,6600,8.54
133,Mike Williams,LAC,WR,6,CLE,14,20,6100,8.41
134,Robby Anderson,NYJ,WR,6,IND,22,12,5500,8.36
136,Marquise Goodwin,SF,WR,6,GB,8,17,5500,8.33
139,Kenny Stills,MIA,WR,6,CHI,3,23,5800,8.28
143,Antonio Callaway,CLE,WR,6,LAC,19,28,4900,8.11
147,Taylor Gabriel,CHI,WR,6,MIA,12,4,5600,8.01
151,Christian Kirk,ARI,WR,6,MIN,25,21,5400,7.92
158,Tyrell Williams,LAC,WR,6,CLE,14,20,5400,7.73
161,Paul Richardson,WAS,WR,6,CAR,18,24,5700,7.59
164,Larry Fitzgerald,ARI,WR,6,MIN,25,21,6200,7.51
165,Pierre Garcon,SF,WR,6,GB,8,17,5300,7.5
171,Willie Snead,BAL,WR,6,TEN,4,10,5400,7.37
183,Chris Hogan,NE,WR,6,KC,31,18,6200,6.99
186,Courtland Sutton,DEN,WR,6,LAR,8,17,4800,6.91
192,Albert Wilson,MIA,WR,6,CHI,3,23,4900,6.69
198,Taywan Taylor,TEN,WR,6,BAL,2,15,5000,6.48
203,Martavis Bryant,OAK,WR,6,SEA,10,22,5600,6.33
209,David Moore,SEA,WR,6,OAK,28,27,4700,5.93
211,Cole Beasley,DAL,WR,6,JAX,1,1,5400,5.91
212,D.J. Moore,CAR,WR,6,WAS,6,8,4900,5.88
214,Marquez Valdes-Scantling,GB,WR,6,SF,23,18,5500,5.7
218,Danny Amendola,MIA,WR,6,CHI,3,23,4600,5.55
219,Kelvin Benjamin,BUF,WR,6,HOU,20,9,4800,5.51
220,Maurice Harris,WAS,WR,6,CAR,18,24,4500,5.45
221,Phillip Dorsett,NE,WR,6,KC,31,18,5300,5.43
224,Adam Humphries,TB,WR,6,ATL,30,29,4600,5.37
225,Zay Jones,BUF,WR,6,HOU,20,9,4500,5.3
231,Laquon Treadwell,MIN,WR,6,ARI,15,2,5000,5.13
236,Allen Hurns,DAL,WR,6,JAX,1,1,4900,4.93
237,Chris Conley,KC,WR,6,NE,16,11,4500,4.92
239,Kendrick Bourne,SF,WR,6,GB,8,17,4500,4.87
240,Anthony Miller,CHI,WR,6,MIA,12,4,5400,4.86
241,Devante Parker,MIA,WR,6,CHI,3,23,5000,4.85
243,Jarius Wright,CAR,WR,6,WAS,6,8,4700,4.77
244,Josh Doctson,WAS,WR,6,CAR,18,24,4600,4.75
245,Tajae Sharpe,TEN,WR,6,BAL,2,15,4500,4.74
246,Cody Latimer,NYG,WR,6,PHI,12,29,4500,4.72
248,Zach Pascal,IND,WR,6,NYJ,13,25,5100,4.61
249,Terrelle Pryor,NYJ,WR,6,IND,22,12,4700,4.58
250,Chad Williams,ARI,WR,6,MIN,25,21,4500,4.52
252,Cordarrelle Patterson,NE,WR,6,KC,31,18,4700,4.46
253,Jakeem Grant,MIA,WR,6,CHI,3,23,4600,4.37
256,Jermaine Kearse,NYJ,WR,6,IND,22,12,4600,4.32
257,James Washington,PIT,WR,6,CIN,24,14,5000,4.28
257,Jordan Matthews,PHI,WR,6,NYG,11,3,5200,4.28
264,Seth Roberts,OAK,WR,6,SEA,10,22,4800,3.92
265,Curtis Samuel,CAR,WR,6,WAS,6,8,4700,3.87
266,Tavon Austin,DAL,WR,6,JAX,1,1,5000,3.81
269,Deonte Thompson,DAL,WR,6,JAX,1,1,4700,3.68
273,Rod Streater,CLE,WR,6,LAC,19,28,4500,3.49
276,Ryan Switzer,PIT,WR,6,CIN,24,14,4500,3.28
277,Andre Holmes,BUF,WR,6,HOU,20,9,4500,3.19
278,Michael Gallup,DAL,WR,6,JAX,1,1,4600,3.17
281,Equanimeous St. Brown,GB,WR,6,SF,23,18,5100,3.09
284,Torrey Smith,CAR,WR,6,WAS,6,8,4600,3
286,Richie James,SF,WR,6,GB,8,17,4500,2.97
294,Marcus Johnson,IND,WR,6,NYJ,13,25,4500,2.83
297,Jaron Brown,SEA,WR,6,OAK,28,27,4500,2.72
299,Brandon Marshall,SEA,WR,6,OAK,28,27,5000,2.66
