Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FanDuelSalary,FantasyPointsFanDuel
5,Jared Goff,LAR,QB,17,SF,24,25,7800,19.26
6,Andrew Luck,IND,QB,17,TEN,6,5,8200,19.18
8,Deshaun Watson,HOU,QB,17,JAX,3,8,8200,18.57
9,Lamar Jackson,BAL,QB,17,CLE,21,15,7700,18.55
10,Jameis Winston,TB,QB,17,ATL,28,29,7600,18.51
11,Tom Brady,NE,QB,17,NYJ,27,26,7600,18.04
12,Russell Wilson,SEA,QB,17,ARI,19,6,8300,17.98
13,Philip Rivers,LAC,QB,17,DEN,16,8,8000,17.96
14,Josh Allen,BUF,QB,17,MIA,26,16,7700,17.76
15,Nick Foles,PHI,QB,17,WAS,11,16,7600,17.43
16,Kirk Cousins,MIN,QB,17,CHI,2,2,7400,16.56
17,Mitch Trubisky,CHI,QB,17,MIN,5,3,7600,16.19
18,Derek Carr,OAK,QB,17,KC,31,30,6800,16.03
20,Teddy Bridgewater,NO,QB,17,CAR,23,23,7300,15.41
23,Sam Darnold,NYJ,QB,17,NE,17,20,7500,15.23
24,Nick Mullens,SF,QB,17,LAR,17,11,6700,15.2
27,Josh Johnson,WAS,QB,17,PHI,25,26,6500,15.11
28,Matthew Stafford,DET,QB,17,GB,21,18,6500,14.81
29,Eli Manning,NYG,QB,17,DAL,7,9,6500,14.76
30,Blake Bortles,JAX,QB,17,HOU,12,19,6000,14.72
31,Case Keenum,DEN,QB,17,LAC,8,7,7000,14.67
34,Baker Mayfield,CLE,QB,17,BAL,1,4,7300,14.42
43,Jeff Driskel,CIN,QB,17,PIT,15,21,6600,13.22
44,Ryan Tannehill,MIA,QB,17,BUF,6,1,6800,13.18
51,Kyle Allen,CAR,QB,17,NO,13,30,6000,12.5
56,Blaine Gabbert,TEN,QB,17,IND,9,12,6000,12.09
74,Josh Rosen,ARI,QB,17,SEA,14,13,6300,10.18
180,Cooper Rush,DAL,QB,17,NYG,20,11,6000,6.84
208,Dak Prescott,DAL,QB,17,NYG,20,11,7300,6
227,Garrett Gilbert,CAR,QB,17,NO,13,30,6000,5.45
7,Saquon Barkley,NYG,RB,17,DAL,7,6,8500,18.9
19,Melvin Gordon,LAC,RB,17,DEN,16,18,8100,15.53
33,Jamaal Williams,GB,RB,17,DET,18,22,6800,14.64
36,Christian McCaffrey,CAR,RB,17,NO,13,2,9400,14.12
37,Chris Carson,SEA,RB,17,ARI,19,32,6400,14
39,James Conner,PIT,RB,17,CIN,32,31,8000,13.9
42,Joe Mixon,CIN,RB,17,PIT,15,10,7500,13.24
47,Derrick Henry,TEN,RB,17,IND,9,12,7200,13.03
50,Dalvin Cook,MIN,RB,17,CHI,2,1,6700,12.54
52,CJ Anderson,LAR,RB,17,SF,24,21,6200,12.48
53,David Johnson,ARI,RB,17,SEA,14,19,7100,12.32
55,Nick Chubb,CLE,RB,17,BAL,1,2,7400,12.19
58,Sony Michel,NE,RB,17,NYJ,27,13,7200,11.76
59,Damien Williams,KC,RB,17,OAK,29,27,6900,11.62
61,Marlon Mack,IND,RB,17,TEN,6,3,6500,11.59
62,Elijah McGuire,NYJ,RB,17,NE,17,14,6300,11.29
63,Jeffery Wilson,SF,RB,17,LAR,17,15,5800,11.27
64,Peyton Barber,TB,RB,17,ATL,28,28,5500,11.1
69,Adrian Peterson,WAS,RB,17,PHI,25,14,6300,10.38
70,Lamar Miller,HOU,RB,17,JAX,3,5,6400,10.26
75,Royce Freeman,DEN,RB,17,LAC,8,22,4700,10.15
78,James White,NE,RB,17,NYJ,27,13,6500,10.08
79,Tarik Cohen,CHI,RB,17,MIN,5,9,6600,10.06
80,Gus Edwards,BAL,RB,17,CLE,21,23,6500,10.04
83,Doug Martin,OAK,RB,17,KC,31,30,5800,9.82
93,Tevin Coleman,ATL,RB,17,TB,30,27,6300,9.51
94,Dwayne Washington,NO,RB,17,CAR,23,8,4500,9.34
99,Rod Smith,DAL,RB,17,NYG,20,25,4500,9.1
100,Jordan Howard,CHI,RB,17,MIN,5,9,6000,9.07
101,Kenyan Drake,MIA,RB,17,BUF,6,24,5800,9.04
117,Josh Adams,PHI,RB,17,WAS,11,13,5700,8.45
121,TJ Yeldon,JAX,RB,17,HOU,12,7,4600,8.35
126,Darren Sproles,PHI,RB,17,WAS,11,13,5500,8.28
131,Zach Zenner,DET,RB,17,GB,21,19,5400,8.17
134,LeSean McCoy,BUF,RB,17,MIA,26,29,5300,8.11
148,Theo Riddick,DET,RB,17,GB,21,19,4800,7.73
154,Jalen Richard,OAK,RB,17,KC,31,30,4800,7.5
158,Kalen Ballage,MIA,RB,17,BUF,6,24,5100,7.28
158,Devontae Booker,DEN,RB,17,LAC,8,22,4500,7.28
164,Dion Lewis,TEN,RB,17,IND,9,12,5000,7.16
165,Nyheim Hines,IND,RB,17,TEN,6,3,5000,7.15
166,Kenneth Dixon,BAL,RB,17,CLE,21,23,5100,7.13
189,Duke Johnson,CLE,RB,17,BAL,1,2,5200,6.61
194,Rex Burkhead,NE,RB,17,NYJ,27,13,5000,6.36
199,Brian Hill,ATL,RB,17,TB,30,27,5300,6.16
216,Austin Ekeler,LAC,RB,17,DEN,16,18,5800,5.89
219,Chris Thompson,WAS,RB,17,PHI,25,14,5000,5.82
221,Cameron Artis-Payne,CAR,RB,17,NO,13,2,4500,5.76
228,Rashaad Penny,SEA,RB,17,ARI,19,32,5000,5.44
231,LeGarrette Blount,DET,RB,17,GB,21,19,5300,5.17
231,Jacquizz Rodgers,TB,RB,17,ATL,28,28,5100,5.17
235,John Kelly,LAR,RB,17,SF,24,21,4500,4.92
237,Giovani Bernard,CIN,RB,17,PIT,15,10,4600,4.89
240,Carlos Hyde,JAX,RB,17,HOU,12,7,4700,4.8
248,Wendell Smallwood,PHI,RB,17,WAS,11,13,4700,4.51
251,Mike Davis,SEA,RB,17,ARI,19,32,5400,4.44
253,Mark Ingram,NO,RB,17,CAR,23,8,6600,4.38
257,Darius Jackson,DAL,RB,17,NYG,20,25,4500,4.25
258,Latavius Murray,MIN,RB,17,CHI,2,1,5000,4.2
265,Trenton Cannon,NYJ,RB,17,NE,17,14,4600,4.03
266,Travaris Cadet,CAR,RB,17,NO,13,2,4600,4.02
269,Alfred Blue,HOU,RB,17,JAX,3,5,5300,3.88
275,Chase Edmonds,ARI,RB,17,SEA,14,19,4900,3.74
281,Justin Jackson,LAC,RB,17,DEN,16,18,5300,3.54
286,David Williams,JAX,RB,17,HOU,12,7,4500,3.46
288,Alfred Morris,SF,RB,17,LAR,17,15,4500,3.37
22,Travis Kelce,KC,TE,17,OAK,29,31,7700,15.33
46,George Kittle,SF,TE,17,LAR,17,17,6700,13.08
48,Zach Ertz,PHI,TE,17,WAS,11,11,7800,12.65
66,Eric Ebron,IND,TE,17,TEN,6,1,5800,10.61
82,Jared Cook,OAK,TE,17,KC,31,32,6000,9.85
85,Evan Engram,NYG,TE,17,DAL,7,18,5900,9.76
104,Rob Gronkowski,NE,TE,17,NYJ,27,9,5800,8.99
132,Kyle Rudolph,MIN,TE,17,CHI,2,10,6000,8.14
140,Chris Herndon IV,NYJ,TE,17,NE,17,21,5800,7.96
155,Austin Hooper,ATL,TE,17,TB,30,22,5200,7.4
171,Jimmy Graham,GB,TE,17,DET,18,16,5400,7.07
178,David Njoku,CLE,TE,17,BAL,1,18,5600,6.95
182,Vance McDonald,PIT,TE,17,CIN,32,29,5600,6.8
186,Gerald Everett,LAR,TE,17,SF,24,8,4800,6.66
202,Ian Thomas,CAR,TE,17,NO,13,5,5700,6.1
207,CJ Uzomah,CIN,TE,17,PIT,15,25,5500,6.03
211,Cameron Brate,TB,TE,17,ATL,28,12,4900,5.98
217,Trey Burton,CHI,TE,17,MIN,5,7,5600,5.87
245,Jeremy Sprinkle,WAS,TE,17,PHI,25,3,4500,4.62
247,Mark Andrews,BAL,TE,17,CLE,21,24,4900,4.58
260,Anthony Firkser,TEN,TE,17,IND,9,26,4700,4.13
263,Dallas Goedert,PHI,TE,17,WAS,11,11,5100,4.1
270,Antonio Gates,LAC,TE,17,DEN,16,27,4900,3.84
271,Jesse James,PIT,TE,17,CIN,32,29,5000,3.8
273,Dan Arnold,NO,TE,17,CAR,23,28,4000,3.77
273,Blake Jarwin,DAL,TE,17,NYG,20,15,4500,3.77
276,Nick Vannett,SEA,TE,17,ARI,19,3,4800,3.73
280,Matt LaCosse,DEN,TE,17,LAC,8,14,4700,3.55
282,Jordan Thomas,HOU,TE,17,JAX,3,20,4600,3.53
283,Levine Toilolo,DET,TE,17,GB,21,13,4000,3.5
287,Jason Croom,BUF,TE,17,MIA,26,24,4000,3.43
288,Demetrius Harris,KC,TE,17,OAK,29,31,4300,3.37
290,Ed Dickson,SEA,TE,17,ARI,19,3,4500,3.35
290,James O'Shaughnessy,JAX,TE,17,HOU,12,31,4000,3.35
293,Ryan Griffin,HOU,TE,17,JAX,3,20,4100,3.28
299,Mo Alie-Cox,IND,TE,17,TEN,6,1,4400,2.99
300,Tyler Higbee,LAR,TE,17,SF,24,8,4200,2.97
21,DeAndre Hopkins,HOU,WR,17,JAX,3,1,8700,15.39
25,Tyreek Hill,KC,WR,17,OAK,29,18,7800,15.18
26,JuJu Smith-Schuster,PIT,WR,17,CIN,32,23,7900,15.14
32,Julio Jones,ATL,WR,17,TB,30,26,8600,14.66
35,Robert Woods,LAR,WR,17,SF,24,27,7600,14.31
38,Keenan Allen,LAC,WR,17,DEN,16,12,7600,13.93
40,T.Y. Hilton,IND,WR,17,TEN,6,20,7700,13.85
41,Julian Edelman,NE,WR,17,NYJ,27,31,7100,13.28
45,Mike Evans,TB,WR,17,ATL,28,25,7300,13.17
49,Adam Thielen,MIN,WR,17,CHI,2,11,7200,12.56
54,Stefon Diggs,MIN,WR,17,CHI,2,11,6700,12.2
57,Robby Anderson,NYJ,WR,17,NE,17,13,7000,11.81
59,Brandin Cooks,LAR,WR,17,SF,24,27,7000,11.62
67,Tyler Lockett,SEA,WR,17,ARI,19,13,6600,10.49
68,Alshon Jeffery,PHI,WR,17,WAS,11,22,6500,10.43
73,Jordy Nelson,OAK,WR,17,KC,31,24,5200,10.19
75,Doug Baldwin,SEA,WR,17,ARI,19,13,6700,10.15
81,Sterling Shepard,NYG,WR,17,DAL,7,6,5500,9.89
86,Robert Foster,BUF,WR,17,MIA,26,14,5800,9.7
87,Larry Fitzgerald,ARI,WR,17,SEA,14,19,6300,9.66
88,Calvin Ridley,ATL,WR,17,TB,30,26,5900,9.62
90,Dede Westbrook,JAX,WR,17,HOU,12,9,5500,9.58
91,Adam Humphries,TB,WR,17,ATL,28,25,6300,9.57
95,Jamison Crowder,WAS,WR,17,PHI,25,30,5600,9.33
97,Jarvis Landry,CLE,WR,17,BAL,1,3,6100,9.14
98,Courtland Sutton,DEN,WR,17,LAC,8,7,5900,9.13
102,Corey Davis,TEN,WR,17,IND,9,5,5500,9.03
106,Daesean Hamilton,DEN,WR,17,LAC,8,7,5400,8.9
107,Mohamed Sanu,ATL,WR,17,TB,30,26,5800,8.82
118,Zay Jones,BUF,WR,17,MIA,26,14,5300,8.44
130,Nelson Agholor,PHI,WR,17,WAS,11,22,5700,8.18
137,Chris Godwin,TB,WR,17,ATL,28,25,5100,8.03
138,Mike Williams,LAC,WR,17,DEN,16,12,5700,8.02
141,Kendrick Bourne,SF,WR,17,LAR,17,21,4900,7.94
144,Marquez Valdes-Scantling,GB,WR,17,DET,18,18,5000,7.83
146,Keith Kirkwood,NO,WR,17,CAR,23,27,4800,7.76
147,D.J. Moore,CAR,WR,17,NO,13,32,5300,7.74
149,Josh Reynolds,LAR,WR,17,SF,24,27,5400,7.62
156,Curtis Samuel,CAR,WR,17,NO,13,32,5600,7.34
157,Deandre Carter,HOU,WR,17,JAX,3,1,5200,7.29
158,Amari Cooper,DAL,WR,17,NYG,20,8,6700,7.28
161,Taylor Gabriel,CHI,WR,17,MIN,5,2,4800,7.23
163,Michael Thomas,NO,WR,17,CAR,23,27,8400,7.18
166,Donte Moncrief,JAX,WR,17,HOU,12,9,4800,7.13
168,Tre'Quan Smith,NO,WR,17,CAR,23,27,4600,7.11
170,Taywan Taylor,TEN,WR,17,IND,9,5,4900,7.08
172,Chris Conley,KC,WR,17,OAK,29,18,4700,7.05
174,John Ross,CIN,WR,17,PIT,15,17,5300,7
174,Tim Patrick,DEN,WR,17,LAC,8,7,5500,7
177,Anthony Miller,CHI,WR,17,MIN,5,2,4800,6.98
179,Josh Doctson,WAS,WR,17,PHI,25,30,5100,6.91
181,Michael Gallup,DAL,WR,17,NYG,20,8,5400,6.82
183,Kenny Stills,MIA,WR,17,BUF,6,5,4900,6.78
187,Tyrell Williams,LAC,WR,17,DEN,16,12,5200,6.65
188,Danny Amendola,MIA,WR,17,BUF,6,5,4700,6.62
193,Randall Cobb,GB,WR,17,DET,18,18,5000,6.38
195,Trent Sherfield,ARI,WR,17,SEA,14,19,4500,6.33
197,Chester Rogers,IND,WR,17,TEN,6,20,5100,6.23
202,Rashard Higgins,CLE,WR,17,BAL,1,3,5000,6.1
204,Chris Hogan,NE,WR,17,NYJ,27,31,5100,6.05
205,Antonio Callaway,CLE,WR,17,BAL,1,3,4800,6.04
205,Golden Tate,PHI,WR,17,WAS,11,22,5200,6.04
208,Seth Roberts,OAK,WR,17,KC,31,24,5000,6
212,Trent Taylor,SF,WR,17,LAR,17,21,4700,5.92
212,TJ Jones,DET,WR,17,GB,21,28,5200,5.92
218,Isaiah McKenzie,BUF,WR,17,MIA,26,14,5100,5.85
219,Cole Beasley,DAL,WR,17,NYG,20,8,5000,5.82
222,John Brown,BAL,WR,17,CLE,21,15,4700,5.58
225,Michael Crabtree,BAL,WR,17,CLE,21,15,4700,5.48
226,Cody Core,CIN,WR,17,PIT,15,17,4700,5.47
229,Dontrelle Inman,IND,WR,17,TEN,6,20,4600,5.36
229,Willie Snead,BAL,WR,17,CLE,21,15,5000,5.36
233,Jarius Wright,CAR,WR,17,NO,13,32,5100,4.96
234,Andy Jones,DET,WR,17,GB,21,28,4500,4.95
238,Zach Pascal,IND,WR,17,TEN,6,20,4700,4.83
239,Alex Erickson,CIN,WR,17,PIT,15,17,4500,4.81
241,Jake Kumerow,GB,WR,17,DET,18,18,5100,4.78
244,David Moore,SEA,WR,17,ARI,19,13,5300,4.64
245,Marcell Ateman,OAK,WR,17,KC,31,24,4600,4.62
250,Demarcus Robinson,KC,WR,17,OAK,29,18,5200,4.49
252,Breshad Perriman,CLE,WR,17,BAL,1,3,5300,4.4
254,Aldrick Robinson,MIN,WR,17,CHI,2,11,4600,4.3
256,Allen Hurns,DAL,WR,17,NYG,20,8,4500,4.27
259,Andre Roberts,NYJ,WR,17,NE,17,13,4500,4.16
260,Devante Parker,MIA,WR,17,BUF,6,5,4600,4.13
262,Chad Williams,ARI,WR,17,SEA,14,19,4500,4.12
264,Michael Floyd,WAS,WR,17,PHI,25,30,4500,4.09
267,Cody Latimer,NYG,WR,17,DAL,7,6,4500,3.9
272,Bennie Fowler,NYG,WR,17,DAL,7,6,4600,3.79
277,Austin Carr,NO,WR,17,CAR,23,27,4700,3.72
278,James Washington,PIT,WR,17,CIN,32,23,4600,3.69
284,Keelan Cole,JAX,WR,17,HOU,12,9,4600,3.49
284,Ryan Switzer,PIT,WR,17,CIN,32,23,4800,3.49
294,Travis Benjamin,LAC,WR,17,DEN,16,12,4600,3.22
295,Brandon Powell,DET,WR,17,GB,21,28,4500,3.21
296,D.J. Chark,JAX,WR,17,HOU,12,9,4500,3.19
298,Phillip Dorsett,NE,WR,17,NYJ,27,31,4600,3.08
